asof_date,team_abbrev,player_name,status,details,source
2026-03-20,POR,A. Edwards,OUT,A. Edwards (Out),rotowire
2026-03-20,MIN,N. Reid,QUES,N. Reid (Ques),rotowire
2026-03-20,MIN,A. Edwards,OUT,A. Edwards (Out),rotowire
2026-03-20,BOS,N. Vucevic,OUT,N. Vucevic (Out),rotowire
2026-03-20,BOS,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-20,BOS,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-20,BOS,C. Coward,QUES,C. Coward (Ques),rotowire
2026-03-20,BOS,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-20,BOS,T. Gibson,QUES,T. Gibson (Ques),rotowire
2026-03-20,BOS,G. Jackson,QUES,G. Jackson (Ques),rotowire
2026-03-20,BOS,J. Mashack,QUES,J. Mashack (Ques),rotowire
2026-03-20,BOS,J. Morant,DOUBT,J. Morant (Doubt),rotowire
2026-03-20,BOS,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-20,BOS,B. Clarke,OUT,B. Clarke (Out),rotowire
2026-03-20,MEM,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-20,MEM,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-20,MEM,C. Coward,QUES,C. Coward (Ques),rotowire
2026-03-20,MEM,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-20,MEM,T. Gibson,QUES,T. Gibson (Ques),rotowire
2026-03-20,MEM,G. Jackson,QUES,G. Jackson (Ques),rotowire
2026-03-20,MEM,J. Mashack,QUES,J. Mashack (Ques),rotowire
2026-03-20,MEM,J. Morant,DOUBT,J. Morant (Doubt),rotowire
2026-03-20,MEM,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-20,MEM,B. Clarke,OUT,B. Clarke (Out),rotowire
2026-03-20,TOR,C. Hepburn,DOUBT,C. Hepburn (Doubt),rotowire
2026-03-20,TOR,C. Murray-Boyles,QUES,C. Murray-Boyles (Ques),rotowire
2026-03-20,TOR,P. Watson,QUES,P. Watson (Ques),rotowire
2026-03-20,DEN,P. Watson,QUES,P. Watson (Ques),rotowire
2026-03-21,MEM,T. Gibson,QUES,T. Gibson (Ques),rotowire
2026-03-21,GSW,J. Kuminga,QUES,J. Kuminga (Ques),rotowire
2026-03-21,ATL,J. Kuminga,QUES,J. Kuminga (Ques),rotowire
2026-03-21,OKC,W. Riley,QUES,W. Riley (Ques),rotowire
2026-03-21,WAS,W. Riley,QUES,W. Riley (Ques),rotowire
2026-03-21,LAL,A. Reaves,QUES,A. Reaves (Ques),rotowire
2026-03-21,LAL,W. Carter,QUES,W. Carter (Ques),rotowire
2026-03-21,ORL,W. Carter,QUES,W. Carter (Ques),rotowire
2026-03-21,CLE,D. Mitchell,QUES,D. Mitchell (Ques),rotowire
2026-03-21,LAL,K. Bufkin,QUES,K. Bufkin (Ques),rotowire
2026-03-21,MEM,G. Jackson,QUES,G. Jackson (Ques),rotowire
2026-03-21,MEM,D. Jarreau,QUES,D. Jarreau (Ques),rotowire
2026-03-21,MEM,T. Jerome,DOUBT,T. Jerome (Doubt),rotowire
2026-03-21,MIA,A. Sengun,QUES,A. Sengun (Ques),rotowire
2026-03-21,HOU,A. Sengun,QUES,A. Sengun (Ques),rotowire
2026-03-21,GSW,D. Green,QUES,D. Green (Ques),rotowire
2026-03-21,GSW,M. Leons,QUES,M. Leons (Ques),rotowire
2026-03-21,GSW,Q. Post,QUES,Q. Post (Ques),rotowire
2026-03-21,MIA,J. Tate,PROB,J. Tate (Prob),rotowire
2026-03-21,HOU,J. Tate,PROB,J. Tate (Prob),rotowire
2026-03-21,GSW,D. Melton,QUES,D. Melton (Ques),rotowire
2026-03-21,IND,Q. Jackson,QUES,Q. Jackson (Ques),rotowire
2026-03-21,IND,T. McConnell,QUES,T. McConnell (Ques),rotowire
2026-03-21,IND,A. Nembhard,QUES,A. Nembhard (Ques),rotowire
2026-03-21,IND,A. Nesmith,QUES,A. Nesmith (Ques),rotowire
2026-03-21,IND,M. Potter,QUES,M. Potter (Ques),rotowire
2026-03-21,IND,B. Sheppard,QUES,B. Sheppard (Ques),rotowire
2026-03-21,IND,P. Siakam,QUES,P. Siakam (Ques),rotowire
2026-03-21,IND,O. Toppin,QUES,O. Toppin (Ques),rotowire
2026-03-21,LAC,K. Leonard,QUES,K. Leonard (Ques),rotowire
2026-03-21,IND,V. Wembanyama,QUES,V. Wembanyama (Ques),rotowire
2026-03-21,SAS,V. Wembanyama,QUES,V. Wembanyama (Ques),rotowire
2026-03-21,PHI,J. Konchar,PROB,J. Konchar (Prob),rotowire
2026-03-21,UTA,J. Konchar,PROB,J. Konchar (Prob),rotowire
2026-03-21,MEM,Ja Morant,OUT,Ja Morant (Out),rotowire
2026-03-21,OKC,L. Dort,QUES,L. Dort (Ques),rotowire
2026-03-21,OKC,T. Sorber,OFS,T. Sorber (OFS),rotowire
2026-03-21,OKC,J. Williams,QUES,J. Williams (Ques),rotowire
2026-03-21,OKC,B. Carlson,OUT,B. Carlson (Out),rotowire
2026-03-21,OKC,C. Whitmore,OFS,C. Whitmore (OFS),rotowire
2026-03-21,OKC,L. Black,OUT,L. Black (Out),rotowire
2026-03-21,OKC,A. Davis,OUT,A. Davis (Out),rotowire
2026-03-21,OKC,K. George,OUT,K. George (Out),rotowire
2026-03-21,OKC,T. Johnson,OUT,T. Johnson (Out),rotowire
2026-03-21,OKC,D. Russell,OUT,D. Russell (Out),rotowire
2026-03-21,OKC,Trae Young,OUT,Trae Young (Out),rotowire
2026-03-21,WAS,C. Whitmore,OFS,C. Whitmore (OFS),rotowire
2026-03-21,WAS,L. Black,OUT,L. Black (Out),rotowire
2026-03-21,WAS,A. Davis,OUT,A. Davis (Out),rotowire
2026-03-21,WAS,K. George,OUT,K. George (Out),rotowire
2026-03-21,WAS,T. Johnson,OUT,T. Johnson (Out),rotowire
2026-03-21,WAS,D. Russell,OUT,D. Russell (Out),rotowire
2026-03-21,WAS,Trae Young,OUT,Trae Young (Out),rotowire
2026-03-21,CLE,J. Allen,QUES,J. Allen (Ques),rotowire
2026-03-21,CLE,C. Porter,OUT,C. Porter (Out),rotowire
2026-03-21,CLE,T. Proctor,OUT,T. Proctor (Out),rotowire
2026-03-21,CLE,J. Tyson,OUT,J. Tyson (Out),rotowire
2026-03-21,CLE,B. McGowens,OUT,B. McGowens (Out),rotowire
2026-03-21,NOP,B. McGowens,OUT,B. McGowens (Out),rotowire
2026-03-21,LAL,L. Doncic,OUT,L. Doncic (Out),rotowire
2026-03-21,LAL,M. Kleber,OUT,M. Kleber (Out),rotowire
2026-03-21,LAL,F. Wagner,QUES,F. Wagner (Ques),rotowire
2026-03-21,LAL,A. Black,OUT,A. Black (Out),rotowire
2026-03-21,LAL,J. Isaac,OUT,J. Isaac (Out),rotowire
2026-03-21,ORL,F. Wagner,QUES,F. Wagner (Ques),rotowire
2026-03-21,ORL,A. Black,OUT,A. Black (Out),rotowire
2026-03-21,ORL,J. Isaac,OUT,J. Isaac (Out),rotowire
2026-03-21,MEM,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-21,MEM,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-21,MEM,C. Coward,QUES,C. Coward (Ques),rotowire
2026-03-21,MEM,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-21,MEM,J. Morant,QUES,J. Morant (Ques),rotowire
2026-03-21,MEM,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-21,MEM,B. Clarke,OUT,B. Clarke (Out),rotowire
2026-03-21,MEM,Ty Jerome,OUT,Ty Jerome (Out),rotowire
2026-03-21,MEM,J. Mashack,OUT,J. Mashack (Out),rotowire
2026-03-21,MEM,T. Salaun,QUES,T. Salaun (Ques),rotowire
2026-03-21,CHA,T. Salaun,QUES,T. Salaun (Ques),rotowire
2026-03-21,GSW,J. Butler,OFS,J. Butler (OFS),rotowire
2026-03-21,GSW,K. Porzingis,QUES,K. Porzingis (Ques),rotowire
2026-03-21,GSW,S. Curry,OUT,S. Curry (Out),rotowire
2026-03-21,GSW,Seth Curry,OUT,Seth Curry (Out),rotowire
2026-03-21,GSW,Al Horford,OUT,Al Horford (Out),rotowire
2026-03-21,GSW,M. Moody,OUT,M. Moody (Out),rotowire
2026-03-21,GSW,G. Payton,OUT,G. Payton (Out),rotowire
2026-03-21,GSW,J. Johnson,QUES,J. Johnson (Ques),rotowire
2026-03-21,ATL,J. Johnson,QUES,J. Johnson (Ques),rotowire
2026-03-21,MIA,J. Jaquez,QUES,J. Jaquez (Ques),rotowire
2026-03-21,MIA,N. Powell,OUT,N. Powell (Out),rotowire
2026-03-21,MIA,T. Rozier,OUT,T. Rozier (Out),rotowire
2026-03-21,MIA,A. Wiggins,OUT,A. Wiggins (Out),rotowire
2026-03-21,MIA,S. Adams,OFS,S. Adams (OFS),rotowire
2026-03-21,MIA,F. VanVleet,OUT,F. VanVleet (Out),rotowire
2026-03-21,HOU,S. Adams,OFS,S. Adams (OFS),rotowire
2026-03-21,HOU,F. VanVleet,OUT,F. VanVleet (Out),rotowire
2026-03-21,IND,J. Furphy,OFS,J. Furphy (OFS),rotowire
2026-03-21,IND,T. Haliburton,OFS,T. Haliburton (OFS),rotowire
2026-03-21,IND,I. Zubac,OFS,I. Zubac (OFS),rotowire
2026-03-21,IND,D. Jones Garcia,OFS,D. Jones Garcia (OFS),rotowire
2026-03-21,IND,D. Vassell,QUES,D. Vassell (Ques),rotowire
2026-03-21,IND,S. Castle,OUT,S. Castle (Out),rotowire
2026-03-21,SAS,D. Jones Garcia,OFS,D. Jones Garcia (OFS),rotowire
2026-03-21,SAS,D. Vassell,QUES,D. Vassell (Ques),rotowire
2026-03-21,SAS,S. Castle,OUT,S. Castle (Out),rotowire
2026-03-21,LAC,B. Beal,OFS,B. Beal (OFS),rotowire
2026-03-21,LAC,Y. Niederhauser,OFS,Y. Niederhauser (OFS),rotowire
2026-03-21,LAC,B. Mathurin,OUT,B. Mathurin (Out),rotowire
2026-03-21,LAC,K. Irving,OFS,K. Irving (OFS),rotowire
2026-03-21,LAC,D. Lively,OFS,D. Lively (OFS),rotowire
2026-03-21,LAC,C. Martin,OUT,C. Martin (Out),rotowire
2026-03-21,LAC,B. Williams,OUT,B. Williams (Out),rotowire
2026-03-21,DAL,K. Irving,OFS,K. Irving (OFS),rotowire
2026-03-21,DAL,D. Lively,OFS,D. Lively (OFS),rotowire
2026-03-21,DAL,C. Martin,OUT,C. Martin (Out),rotowire
2026-03-21,DAL,B. Williams,OUT,B. Williams (Out),rotowire
2026-03-21,PHI,D. Barlow,QUES,D. Barlow (Ques),rotowire
2026-03-21,PHI,J. Embiid,QUES,J. Embiid (Ques),rotowire
2026-03-21,PHI,J. Broome,OUT,J. Broome (Out),rotowire
2026-03-21,PHI,P. George,OUT,P. George (Out),rotowire
2026-03-21,PHI,T. Maxey,OUT,T. Maxey (Out),rotowire
2026-03-21,PHI,K. Oubre,OUT,K. Oubre (Out),rotowire
2026-03-21,PHI,J. Jackson,OFS,J. Jackson (OFS),rotowire
2026-03-21,PHI,W. Kessler,OFS,W. Kessler (OFS),rotowire
2026-03-21,PHI,J. Nurkic,OFS,J. Nurkic (OFS),rotowire
2026-03-21,PHI,I. Collier,OUT,I. Collier (Out),rotowire
2026-03-21,PHI,K. George,OUT,K. George (Out),rotowire
2026-03-21,PHI,L. Markkanen,OUT,L. Markkanen (Out),rotowire
2026-03-21,PHI,B. Sensabaugh,OUT,B. Sensabaugh (Out),rotowire
2026-03-21,UTA,J. Jackson,OFS,J. Jackson (OFS),rotowire
2026-03-21,UTA,W. Kessler,OFS,W. Kessler (OFS),rotowire
2026-03-21,UTA,J. Nurkic,OFS,J. Nurkic (OFS),rotowire
2026-03-21,UTA,I. Collier,OUT,I. Collier (Out),rotowire
2026-03-21,UTA,K. George,OUT,K. George (Out),rotowire
2026-03-21,UTA,L. Markkanen,OUT,L. Markkanen (Out),rotowire
2026-03-21,UTA,B. Sensabaugh,OUT,B. Sensabaugh (Out),rotowire
2026-03-21,MIL,K. Kuzma,QUES,K. Kuzma (Ques),rotowire
2026-03-21,MIL,G. Antetokounmpo,OUT,G. Antetokounmpo (Out),rotowire
2026-03-21,MIL,G. Harris,OUT,G. Harris (Out),rotowire
2026-03-21,MIL,K. Porter,OUT,K. Porter (Out),rotowire
2026-03-21,MIL,B. Portis,OUT,B. Portis (Out),rotowire
2026-03-21,MIL,G. Allen,OUT,G. Allen (Out),rotowire
2026-03-21,MIL,D. Brooks,OUT,D. Brooks (Out),rotowire
2026-03-21,MIL,A. Coffey,OUT,A. Coffey (Out),rotowire
2026-03-21,MIL,H. Highsmith,OUT,H. Highsmith (Out),rotowire
2026-03-21,MIL,R. O'Neale,OUT,R. O'Neale (Out),rotowire
2026-03-21,MIL,M. Williams,OUT,M. Williams (Out),rotowire
2026-03-21,PHX,G. Allen,OUT,G. Allen (Out),rotowire
2026-03-21,PHX,D. Brooks,OUT,D. Brooks (Out),rotowire
2026-03-21,PHX,A. Coffey,OUT,A. Coffey (Out),rotowire
2026-03-21,PHX,H. Highsmith,OUT,H. Highsmith (Out),rotowire
2026-03-21,PHX,R. O'Neale,OUT,R. O'Neale (Out),rotowire
2026-03-21,PHX,M. Williams,OUT,M. Williams (Out),rotowire
2026-03-22,BKN,T. Mann,PROB,T. Mann (Prob),rotowire
2026-03-22,POR,P. Watson,QUES,P. Watson (Ques),rotowire
2026-03-22,DEN,P. Watson,QUES,P. Watson (Ques),rotowire
2026-03-22,WAS,J. Hart,QUES,J. Hart (Ques),rotowire
2026-03-22,NYK,J. Hart,QUES,J. Hart (Ques),rotowire
2026-03-22,WAS,L. Black,OUT,L. Black (Out),rotowire
2026-03-22,MIN,J. Brown,PROB,J. Brown (Prob),rotowire
2026-03-22,BOS,J. Brown,PROB,J. Brown (Prob),rotowire
2026-03-22,WAS,K. McCullar,QUES,K. McCullar (Ques),rotowire
2026-03-22,NYK,K. McCullar,QUES,K. McCullar (Ques),rotowire
2026-03-22,MIN,N. Reid,QUES,N. Reid (Ques),rotowire
2026-03-22,POR,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-22,WAS,J. Champagnie,OUT,J. Champagnie (Out),rotowire
2026-03-22,WAS,Alex Sarr,OUT,Alex Sarr (Out),rotowire
2026-03-22,WAS,Trae Young,OUT,Trae Young (Out),rotowire
2026-03-22,POR,J. Grant,QUES,J. Grant (Ques),rotowire
2026-03-22,POR,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-22,POR,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-22,POR,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-22,BKN,N. Claxton,QUES,N. Claxton (Ques),rotowire
2026-03-22,BKN,N. Clowney,QUES,N. Clowney (Ques),rotowire
2026-03-22,BKN,Egor Demin,OFS,Egor Demin (OFS),rotowire
2026-03-22,BKN,D. Sharpe,OFS,D. Sharpe (OFS),rotowire
2026-03-22,BKN,D. Wolf,QUES,D. Wolf (Ques),rotowire
2026-03-22,BKN,M. Porter,OUT,M. Porter (Out),rotowire
2026-03-22,BKN,K. Hayes,QUES,K. Hayes (Ques),rotowire
2026-03-22,BKN,N. Clifford,QUES,N. Clifford (Ques),rotowire
2026-03-22,BKN,D. Eubanks,OFS,D. Eubanks (OFS),rotowire
2026-03-22,BKN,D. Hunter,OFS,D. Hunter (OFS),rotowire
2026-03-22,BKN,Z. LaVine,OFS,Z. LaVine (OFS),rotowire
2026-03-22,BKN,D. Plowden,QUES,D. Plowden (Ques),rotowire
2026-03-22,BKN,D. Sabonis,OFS,D. Sabonis (OFS),rotowire
2026-03-22,BKN,I. Stevens,QUES,I. Stevens (Ques),rotowire
2026-03-22,BKN,R. Westbrook,QUES,R. Westbrook (Ques),rotowire
2026-03-22,BKN,K. Murray,OUT,K. Murray (Out),rotowire
2026-03-22,SAC,N. Clifford,QUES,N. Clifford (Ques),rotowire
2026-03-22,SAC,D. Eubanks,OFS,D. Eubanks (OFS),rotowire
2026-03-22,SAC,K. Hayes,QUES,K. Hayes (Ques),rotowire
2026-03-22,SAC,D. Hunter,OFS,D. Hunter (OFS),rotowire
2026-03-22,SAC,Z. LaVine,OFS,Z. LaVine (OFS),rotowire
2026-03-22,SAC,D. Plowden,QUES,D. Plowden (Ques),rotowire
2026-03-22,SAC,D. Sabonis,OFS,D. Sabonis (OFS),rotowire
2026-03-22,SAC,I. Stevens,QUES,I. Stevens (Ques),rotowire
2026-03-22,SAC,R. Westbrook,QUES,R. Westbrook (Ques),rotowire
2026-03-22,SAC,K. Murray,OUT,K. Murray (Out),rotowire
2026-03-22,WAS,T. Johnson,QUES,T. Johnson (Ques),rotowire
2026-03-22,WAS,A. Sarr,QUES,A. Sarr (Ques),rotowire
2026-03-22,WAS,T. Vukcevic,QUES,T. Vukcevic (Ques),rotowire
2026-03-22,WAS,C. Whitmore,OFS,C. Whitmore (OFS),rotowire
2026-03-22,WAS,T. Young,QUES,T. Young (Ques),rotowire
2026-03-22,WAS,A. Davis,OUT,A. Davis (Out),rotowire
2026-03-22,WAS,K. George,OUT,K. George (Out),rotowire
2026-03-22,WAS,D. Russell,OUT,D. Russell (Out),rotowire
2026-03-22,WAS,L. Shamet,QUES,L. Shamet (Ques),rotowire
2026-03-22,WAS,M. McBride,OUT,M. McBride (Out),rotowire
2026-03-22,NYK,L. Shamet,QUES,L. Shamet (Ques),rotowire
2026-03-22,NYK,M. McBride,OUT,M. McBride (Out),rotowire
2026-03-22,MIN,A. Edwards,DOUBT,A. Edwards (Doubt),rotowire
2026-03-22,MIN,N. Vucevic,OUT,N. Vucevic (Out),rotowire
2026-03-22,BOS,N. Vucevic,OUT,N. Vucevic (Out),rotowire
2026-03-22,TOR,C. Hepburn,DOUBT,C. Hepburn (Doubt),rotowire
2026-03-22,TOR,C. Murray-Boyles,QUES,C. Murray-Boyles (Ques),rotowire
2026-03-22,TOR,G. Allen,QUES,G. Allen (Ques),rotowire
2026-03-22,TOR,D. Brooks,DOUBT,D. Brooks (Doubt),rotowire
2026-03-22,TOR,A. Coffey,QUES,A. Coffey (Ques),rotowire
2026-03-22,TOR,H. Highsmith,QUES,H. Highsmith (Ques),rotowire
2026-03-22,TOR,R. O'Neale,QUES,R. O'Neale (Ques),rotowire
2026-03-22,TOR,M. Williams,OUT,M. Williams (Out),rotowire
2026-03-22,PHX,G. Allen,QUES,G. Allen (Ques),rotowire
2026-03-22,PHX,D. Brooks,DOUBT,D. Brooks (Doubt),rotowire
2026-03-22,PHX,A. Coffey,QUES,A. Coffey (Ques),rotowire
2026-03-22,PHX,H. Highsmith,QUES,H. Highsmith (Ques),rotowire
2026-03-22,PHX,R. O'Neale,QUES,R. O'Neale (Ques),rotowire
2026-03-22,PHX,M. Williams,OUT,M. Williams (Out),rotowire
2026-03-23,BKN,N. Claxton,QUES,N. Claxton (Ques),rotowire
2026-03-23,BKN,D. Wolf,DOUBT,D. Wolf (Doubt),rotowire
2026-03-23,BKN,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-23,POR,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-23,SAS,D. Vassell,QUES,D. Vassell (Ques),rotowire
2026-03-23,OKC,D. Barlow,QUES,D. Barlow (Ques),rotowire
2026-03-23,PHI,D. Barlow,QUES,D. Barlow (Ques),rotowire
2026-03-23,LAL,N. Smith,QUES,N. Smith (Ques),rotowire
2026-03-23,IND,A. Nembhard,QUES,A. Nembhard (Ques),rotowire
2026-03-23,IND,A. Nesmith,QUES,A. Nesmith (Ques),rotowire
2026-03-23,IND,P. Siakam,QUES,P. Siakam (Ques),rotowire
2026-03-23,IND,O. Toppin,QUES,O. Toppin (Ques),rotowire
2026-03-23,MEM,T. Gibson,QUES,T. Gibson (Ques),rotowire
2026-03-23,HOU,J. Smith,QUES,J. Smith (Ques),rotowire
2026-03-23,CHI,J. Smith,QUES,J. Smith (Ques),rotowire
2026-03-23,TOR,C. Murray-Boyles,QUES,C. Murray-Boyles (Ques),rotowire
2026-03-23,LAL,B. Klintman,OUT,B. Klintman (Out),rotowire
2026-03-23,DET,B. Klintman,OUT,B. Klintman (Out),rotowire
2026-03-23,HOU,Jaden Ivey,OUT,Jaden Ivey (Out),rotowire
2026-03-23,CHI,Jaden Ivey,OUT,Jaden Ivey (Out),rotowire
2026-03-23,GSW,D. Melton,PROB,D. Melton (Prob),rotowire
2026-03-23,GSW,K. Porzingis,PROB,K. Porzingis (Prob),rotowire
2026-03-23,MIL,K. Kuzma,QUES,K. Kuzma (Ques),rotowire
2026-03-23,MIL,K. Leonard,QUES,K. Leonard (Ques),rotowire
2026-03-23,LAC,K. Leonard,QUES,K. Leonard (Ques),rotowire
2026-03-23,LAL,R. Hachimura,QUES,R. Hachimura (Ques),rotowire
2026-03-23,LAL,M. Smart,QUES,M. Smart (Ques),rotowire
2026-03-23,LAL,W. Moore,QUES,W. Moore (Ques),rotowire
2026-03-23,LAL,M. Sasser,QUES,M. Sasser (Ques),rotowire
2026-03-23,LAL,C. Cunningham,OUT,C. Cunningham (Out),rotowire
2026-03-23,LAL,I. Stewart,OUT,I. Stewart (Out),rotowire
2026-03-23,DET,W. Moore,QUES,W. Moore (Ques),rotowire
2026-03-23,DET,M. Sasser,QUES,M. Sasser (Ques),rotowire
2026-03-23,DET,C. Cunningham,OUT,C. Cunningham (Out),rotowire
2026-03-23,DET,I. Stewart,OUT,I. Stewart (Out),rotowire
2026-03-23,SAS,D. Jones Garcia,OFS,D. Jones Garcia (OFS),rotowire
2026-03-23,SAS,T. Rozier,OUT,T. Rozier (Out),rotowire
2026-03-23,MIA,T. Rozier,OUT,T. Rozier (Out),rotowire
2026-03-23,IND,J. Furphy,OFS,J. Furphy (OFS),rotowire
2026-03-23,IND,T. Haliburton,OFS,T. Haliburton (OFS),rotowire
2026-03-23,IND,I. Zubac,OFS,I. Zubac (OFS),rotowire
2026-03-23,IND,A. Black,OUT,A. Black (Out),rotowire
2026-03-23,IND,J. Isaac,OUT,J. Isaac (Out),rotowire
2026-03-23,IND,J. Suggs,OUT,J. Suggs (Out),rotowire
2026-03-23,IND,F. Wagner,OUT,F. Wagner (Out),rotowire
2026-03-23,ORL,A. Black,OUT,A. Black (Out),rotowire
2026-03-23,ORL,J. Isaac,OUT,J. Isaac (Out),rotowire
2026-03-23,ORL,J. Suggs,OUT,J. Suggs (Out),rotowire
2026-03-23,ORL,F. Wagner,OUT,F. Wagner (Out),rotowire
2026-03-23,OKC,A. Mitchell,PROB,A. Mitchell (Prob),rotowire
2026-03-23,OKC,T. Sorber,OFS,T. Sorber (OFS),rotowire
2026-03-23,OKC,J. Embiid,QUES,J. Embiid (Ques),rotowire
2026-03-23,OKC,P. George,PROB,P. George (Prob),rotowire
2026-03-23,OKC,Q. Grimes,QUES,Q. Grimes (Ques),rotowire
2026-03-23,OKC,J. Broome,OUT,J. Broome (Out),rotowire
2026-03-23,OKC,T. Maxey,OUT,T. Maxey (Out),rotowire
2026-03-23,OKC,K. Oubre,OUT,K. Oubre (Out),rotowire
2026-03-23,PHI,J. Embiid,QUES,J. Embiid (Ques),rotowire
2026-03-23,PHI,P. George,PROB,P. George (Prob),rotowire
2026-03-23,PHI,Q. Grimes,QUES,Q. Grimes (Ques),rotowire
2026-03-23,PHI,J. Broome,OUT,J. Broome (Out),rotowire
2026-03-23,PHI,T. Maxey,OUT,T. Maxey (Out),rotowire
2026-03-23,PHI,K. Oubre,OUT,K. Oubre (Out),rotowire
2026-03-23,MEM,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-23,MEM,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-23,MEM,C. Coward,QUES,C. Coward (Ques),rotowire
2026-03-23,MEM,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-23,MEM,J. Mashack,QUES,J. Mashack (Ques),rotowire
2026-03-23,MEM,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-23,MEM,J. Small,QUES,J. Small (Ques),rotowire
2026-03-23,MEM,C. Spencer,QUES,C. Spencer (Ques),rotowire
2026-03-23,MEM,J. Wells,QUES,J. Wells (Ques),rotowire
2026-03-23,MEM,B. Clarke,OUT,B. Clarke (Out),rotowire
2026-03-23,MEM,Ja Morant,OUT,Ja Morant (Out),rotowire
2026-03-23,MEM,J. Johnson,QUES,J. Johnson (Ques),rotowire
2026-03-23,ATL,J. Johnson,QUES,J. Johnson (Ques),rotowire
2026-03-23,HOU,S. Adams,OFS,S. Adams (OFS),rotowire
2026-03-23,HOU,F. VanVleet,OUT,F. VanVleet (Out),rotowire
2026-03-23,HOU,Z. Collins,OFS,Z. Collins (OFS),rotowire
2026-03-23,HOU,N. Essengue,OFS,N. Essengue (OFS),rotowire
2026-03-23,HOU,J. Ivey,QUES,J. Ivey (Ques),rotowire
2026-03-23,HOU,I. Okoro,QUES,I. Okoro (Ques),rotowire
2026-03-23,HOU,A. Simons,QUES,A. Simons (Ques),rotowire
2026-03-23,HOU,G. Yabusele,QUES,G. Yabusele (Ques),rotowire
2026-03-23,CHI,Z. Collins,OFS,Z. Collins (OFS),rotowire
2026-03-23,CHI,N. Essengue,OFS,N. Essengue (OFS),rotowire
2026-03-23,CHI,J. Ivey,QUES,J. Ivey (Ques),rotowire
2026-03-23,CHI,I. Okoro,QUES,I. Okoro (Ques),rotowire
2026-03-23,CHI,A. Simons,QUES,A. Simons (Ques),rotowire
2026-03-23,CHI,G. Yabusele,QUES,G. Yabusele (Ques),rotowire
2026-03-23,TOR,C. Hepburn,OUT,C. Hepburn (Out),rotowire
2026-03-23,TOR,B. Ingram,OUT,B. Ingram (Out),rotowire
2026-03-23,TOR,J. Poeltl,OUT,J. Poeltl (Out),rotowire
2026-03-23,TOR,I. Quickley,OUT,I. Quickley (Out),rotowire
2026-03-23,TOR,J. Jackson,OFS,J. Jackson (OFS),rotowire
2026-03-23,TOR,W. Kessler,OFS,W. Kessler (OFS),rotowire
2026-03-23,TOR,J. Nurkic,OFS,J. Nurkic (OFS),rotowire
2026-03-23,TOR,I. Collier,OUT,I. Collier (Out),rotowire
2026-03-23,TOR,K. George,OUT,K. George (Out),rotowire
2026-03-23,TOR,L. Markkanen,OUT,L. Markkanen (Out),rotowire
2026-03-23,TOR,C. Williams,OUT,C. Williams (Out),rotowire
2026-03-23,UTA,J. Jackson,OFS,J. Jackson (OFS),rotowire
2026-03-23,UTA,W. Kessler,OFS,W. Kessler (OFS),rotowire
2026-03-23,UTA,J. Nurkic,OFS,J. Nurkic (OFS),rotowire
2026-03-23,UTA,I. Collier,OUT,I. Collier (Out),rotowire
2026-03-23,UTA,K. George,OUT,K. George (Out),rotowire
2026-03-23,UTA,L. Markkanen,OUT,L. Markkanen (Out),rotowire
2026-03-23,UTA,C. Williams,OUT,C. Williams (Out),rotowire
2026-03-23,GSW,J. Butler,OFS,J. Butler (OFS),rotowire
2026-03-23,GSW,S. Curry,OUT,S. Curry (Out),rotowire
2026-03-23,GSW,Seth Curry,OUT,Seth Curry (Out),rotowire
2026-03-23,GSW,Al Horford,OUT,Al Horford (Out),rotowire
2026-03-23,GSW,M. Moody,OUT,M. Moody (Out),rotowire
2026-03-23,GSW,Q. Post,OUT,Q. Post (Out),rotowire
2026-03-23,GSW,D. Gafford,QUES,D. Gafford (Ques),rotowire
2026-03-23,GSW,K. Irving,OFS,K. Irving (OFS),rotowire
2026-03-23,GSW,D. Lively,OFS,D. Lively (OFS),rotowire
2026-03-23,GSW,C. Martin,OUT,C. Martin (Out),rotowire
2026-03-23,GSW,B. Williams,OUT,B. Williams (Out),rotowire
