asof_date,team_abbrev,player_name,status,details,source
2026-03-23,DAL,D. Gafford,QUES,D. Gafford (Ques),rotowire
2026-03-23,DAL,K. Irving,OFS,K. Irving (OFS),rotowire
2026-03-23,DAL,D. Lively,OFS,D. Lively (OFS),rotowire
2026-03-23,DAL,C. Martin,OUT,C. Martin (Out),rotowire
2026-03-23,DAL,B. Williams,OUT,B. Williams (Out),rotowire
2026-03-23,BKN,Egor Demin,OFS,Egor Demin (OFS),rotowire
2026-03-23,BKN,D. Sharpe,OFS,D. Sharpe (OFS),rotowire
2026-03-23,BKN,N. Clowney,OUT,N. Clowney (Out),rotowire
2026-03-23,BKN,T. Mann,OUT,T. Mann (Out),rotowire
2026-03-23,BKN,M. Porter,OUT,M. Porter (Out),rotowire
2026-03-23,BKN,D. Powell,OUT,D. Powell (Out),rotowire
2026-03-23,BKN,Danny Wolf,OUT,Danny Wolf (Out),rotowire
2026-03-23,BKN,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-23,BKN,J. Grant,OUT,J. Grant (Out),rotowire
2026-03-23,BKN,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-23,BKN,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-23,BKN,R. Williams,OUT,R. Williams (Out),rotowire
2026-03-23,POR,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-23,POR,J. Grant,OUT,J. Grant (Out),rotowire
2026-03-23,POR,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-23,POR,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-23,POR,R. Williams,OUT,R. Williams (Out),rotowire
2026-03-23,MIL,G. Antetokounmpo,OUT,G. Antetokounmpo (Out),rotowire
2026-03-23,MIL,G. Harris,OUT,G. Harris (Out),rotowire
2026-03-23,MIL,Kyle Kuzma,OUT,Kyle Kuzma (Out),rotowire
2026-03-23,MIL,K. Porter,OUT,K. Porter (Out),rotowire
2026-03-23,MIL,B. Beal,OFS,B. Beal (OFS),rotowire
2026-03-23,MIL,Y. Niederhauser,OFS,Y. Niederhauser (OFS),rotowire
2026-03-23,MIL,J. Collins,OUT,J. Collins (Out),rotowire
2026-03-23,MIL,B. Mathurin,OUT,B. Mathurin (Out),rotowire
2026-03-23,LAC,B. Beal,OFS,B. Beal (OFS),rotowire
2026-03-23,LAC,Y. Niederhauser,OFS,Y. Niederhauser (OFS),rotowire
2026-03-23,LAC,J. Collins,OUT,J. Collins (Out),rotowire
2026-03-23,LAC,B. Mathurin,OUT,B. Mathurin (Out),rotowire
2026-03-24,SAC,K. Knueppel,PROB,K. Knueppel (Prob),rotowire
2026-03-24,CHA,K. Knueppel,PROB,K. Knueppel (Prob),rotowire
2026-03-24,NOP,K. McCullar,QUES,K. McCullar (Ques),rotowire
2026-03-24,NYK,K. McCullar,QUES,K. McCullar (Ques),rotowire
2026-03-24,ORL,T. Proctor,PROB,T. Proctor (Prob),rotowire
2026-03-24,CLE,T. Proctor,PROB,T. Proctor (Prob),rotowire
2026-03-24,DEN,R. O'Neale,PROB,R. O'Neale (Prob),rotowire
2026-03-24,DEN,G. Allen,QUES,G. Allen (Ques),rotowire
2026-03-24,PHX,R. O'Neale,PROB,R. O'Neale (Prob),rotowire
2026-03-24,PHX,G. Allen,QUES,G. Allen (Ques),rotowire
2026-03-24,SAC,P. Achiuwa,QUES,P. Achiuwa (Ques),rotowire
2026-03-24,SAC,D. Eubanks,OFS,D. Eubanks (OFS),rotowire
2026-03-24,SAC,K. Hayes,QUES,K. Hayes (Ques),rotowire
2026-03-24,SAC,D. Hunter,OFS,D. Hunter (OFS),rotowire
2026-03-24,SAC,Z. LaVine,OFS,Z. LaVine (OFS),rotowire
2026-03-24,SAC,D. Sabonis,OFS,D. Sabonis (OFS),rotowire
2026-03-24,SAC,R. Westbrook,QUES,R. Westbrook (Ques),rotowire
2026-03-24,SAC,N. Clifford,OUT,N. Clifford (Out),rotowire
2026-03-24,SAC,K. Murray,OUT,K. Murray (Out),rotowire
2026-03-24,SAC,P. Connaughton,QUES,P. Connaughton (Ques),rotowire
2026-03-24,SAC,T. Salaun,QUES,T. Salaun (Ques),rotowire
2026-03-24,CHA,P. Connaughton,QUES,P. Connaughton (Ques),rotowire
2026-03-24,CHA,T. Salaun,QUES,T. Salaun (Ques),rotowire
2026-03-24,NOP,B. McGowens,QUES,B. McGowens (Ques),rotowire
2026-03-24,NOP,L. Shamet,QUES,L. Shamet (Ques),rotowire
2026-03-24,NOP,M. McBride,OUT,M. McBride (Out),rotowire
2026-03-24,NYK,L. Shamet,QUES,L. Shamet (Ques),rotowire
2026-03-24,NYK,M. McBride,OUT,M. McBride (Out),rotowire
2026-03-24,ORL,A. Black,DOUBT,A. Black (Doubt),rotowire
2026-03-24,ORL,J. Isaac,DOUBT,J. Isaac (Doubt),rotowire
2026-03-24,ORL,J. Suggs,QUES,J. Suggs (Ques),rotowire
2026-03-24,ORL,F. Wagner,DOUBT,F. Wagner (Doubt),rotowire
2026-03-24,ORL,J. Allen,QUES,J. Allen (Ques),rotowire
2026-03-24,ORL,L. Nance,QUES,L. Nance (Ques),rotowire
2026-03-24,ORL,J. Tyson,QUES,J. Tyson (Ques),rotowire
2026-03-24,ORL,C. Porter,OUT,C. Porter (Out),rotowire
2026-03-24,CLE,J. Allen,QUES,J. Allen (Ques),rotowire
2026-03-24,CLE,L. Nance,QUES,L. Nance (Ques),rotowire
2026-03-24,CLE,J. Tyson,QUES,J. Tyson (Ques),rotowire
2026-03-24,CLE,C. Porter,OUT,C. Porter (Out),rotowire
2026-03-24,DEN,P. Watson,OUT,P. Watson (Out),rotowire
2026-03-24,DEN,D. Brooks,OUT,D. Brooks (Out),rotowire
2026-03-24,DEN,A. Coffey,OUT,A. Coffey (Out),rotowire
2026-03-24,DEN,Ryan Dunn,OUT,Ryan Dunn (Out),rotowire
2026-03-24,DEN,H. Highsmith,OUT,H. Highsmith (Out),rotowire
2026-03-24,DEN,M. Williams,OUT,M. Williams (Out),rotowire
2026-03-24,PHX,D. Brooks,OUT,D. Brooks (Out),rotowire
2026-03-24,PHX,A. Coffey,OUT,A. Coffey (Out),rotowire
2026-03-24,PHX,Ryan Dunn,OUT,Ryan Dunn (Out),rotowire
2026-03-24,PHX,H. Highsmith,OUT,H. Highsmith (Out),rotowire
2026-03-24,PHX,M. Williams,OUT,M. Williams (Out),rotowire
2026-03-25,WAS,B. Coulibaly,QUES,B. Coulibaly (Ques),rotowire
2026-03-25,ATL,J. Johnson,QUES,J. Johnson (Ques),rotowire
2026-03-25,LAL,A. Nembhard,PROB,A. Nembhard (Prob),rotowire
2026-03-25,LAL,A. Nesmith,PROB,A. Nesmith (Prob),rotowire
2026-03-25,LAL,P. Siakam,PROB,P. Siakam (Prob),rotowire
2026-03-25,LAL,O. Toppin,PROB,O. Toppin (Prob),rotowire
2026-03-25,IND,A. Nembhard,PROB,A. Nembhard (Prob),rotowire
2026-03-25,IND,A. Nesmith,PROB,A. Nesmith (Prob),rotowire
2026-03-25,IND,P. Siakam,PROB,P. Siakam (Prob),rotowire
2026-03-25,IND,O. Toppin,PROB,O. Toppin (Prob),rotowire
2026-03-25,CHI,I. Okoro,QUES,I. Okoro (Ques),rotowire
2026-03-25,CHI,Q. Grimes,QUES,Q. Grimes (Ques),rotowire
2026-03-25,PHI,Q. Grimes,QUES,Q. Grimes (Ques),rotowire
2026-03-25,DET,J. Duren,PROB,J. Duren (Prob),rotowire
2026-03-25,DET,T. Harris,PROB,T. Harris (Prob),rotowire
2026-03-25,DET,J. Green,QUES,J. Green (Ques),rotowire
2026-03-25,CHI,G. Yabusele,QUES,G. Yabusele (Ques),rotowire
2026-03-25,ATL,T. Harris,PROB,T. Harris (Prob),rotowire
2026-03-25,ATL,J. Duren,PROB,J. Duren (Prob),rotowire
2026-03-25,ATL,J. Green,QUES,J. Green (Ques),rotowire
2026-03-25,CHI,J. Embiid,QUES,J. Embiid (Ques),rotowire
2026-03-25,PHI,J. Embiid,QUES,J. Embiid (Ques),rotowire
2026-03-25,WAS,C. Williams,QUES,C. Williams (Ques),rotowire
2026-03-25,UTA,C. Williams,QUES,C. Williams (Ques),rotowire
2026-03-25,SAS,J. Small,QUES,J. Small (Ques),rotowire
2026-03-25,MEM,J. Small,QUES,J. Small (Ques),rotowire
2026-03-25,DET,W. Moore,OUT,W. Moore (Out),rotowire
2026-03-25,MIA,L. Nance,QUES,L. Nance (Ques),rotowire
2026-03-25,CLE,L. Nance,QUES,L. Nance (Ques),rotowire
2026-03-25,SAS,R. Rupert,OUT,R. Rupert (Out),rotowire
2026-03-25,MEM,R. Rupert,OUT,R. Rupert (Out),rotowire
2026-03-25,DAL,B. Williams,QUES,B. Williams (Ques),rotowire
2026-03-25,MIL,K. Kuzma,QUES,K. Kuzma (Ques),rotowire
2026-03-25,MIL,J. Grant,QUES,J. Grant (Ques),rotowire
2026-03-25,MIL,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-25,MIL,R. Williams,QUES,R. Williams (Ques),rotowire
2026-03-25,POR,J. Grant,QUES,J. Grant (Ques),rotowire
2026-03-25,POR,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-25,POR,R. Williams,QUES,R. Williams (Ques),rotowire
2026-03-25,TOR,K. Leonard,QUES,K. Leonard (Ques),rotowire
2026-03-25,LAC,K. Leonard,QUES,K. Leonard (Ques),rotowire
2026-03-25,ATL,W. Moore,OUT,W. Moore (Out),rotowire
2026-03-25,DAL,P. Watson,QUES,P. Watson (Ques),rotowire
2026-03-25,DEN,P. Watson,QUES,P. Watson (Ques),rotowire
2026-03-25,TOR,B. Ingram,QUES,B. Ingram (Ques),rotowire
2026-03-25,TOR,J. Poeltl,QUES,J. Poeltl (Ques),rotowire
2026-03-25,WAS,Trae Young,OUT,Trae Young (Out),rotowire
2026-03-25,DET,C. Cunningham,OUT,C. Cunningham (Out),rotowire
2026-03-25,DET,M. Sasser,OUT,M. Sasser (Out),rotowire
2026-03-25,DET,I. Stewart,OUT,I. Stewart (Out),rotowire
2026-03-25,LAL,D. Ayton,OUT,D. Ayton (Out),rotowire
2026-03-25,LAL,R. Hachimura,OUT,R. Hachimura (Out),rotowire
2026-03-25,LAL,M. Smart,OUT,M. Smart (Out),rotowire
2026-03-25,LAL,Nick Smith,OUT,Nick Smith (Out),rotowire
2026-03-25,LAL,A. Thiero,OUT,A. Thiero (Out),rotowire
2026-03-25,LAL,J. Furphy,OFS,J. Furphy (OFS),rotowire
2026-03-25,LAL,T. Haliburton,OFS,T. Haliburton (OFS),rotowire
2026-03-25,LAL,I. Zubac,OFS,I. Zubac (OFS),rotowire
2026-03-25,IND,J. Furphy,OFS,J. Furphy (OFS),rotowire
2026-03-25,IND,T. Haliburton,OFS,T. Haliburton (OFS),rotowire
2026-03-25,IND,I. Zubac,OFS,I. Zubac (OFS),rotowire
2026-03-25,CHI,Z. Collins,OFS,Z. Collins (OFS),rotowire
2026-03-25,CHI,N. Essengue,OFS,N. Essengue (OFS),rotowire
2026-03-25,CHI,N. Richards,QUES,N. Richards (Ques),rotowire
2026-03-25,CHI,J. Smith,DOUBT,J. Smith (Doubt),rotowire
2026-03-25,CHI,Jaden Ivey,OUT,Jaden Ivey (Out),rotowire
2026-03-25,CHI,A. Simons,OUT,A. Simons (Out),rotowire
2026-03-25,CHI,J. Broome,OUT,J. Broome (Out),rotowire
2026-03-25,CHI,T. Maxey,OUT,T. Maxey (Out),rotowire
2026-03-25,CHI,K. Oubre,OUT,K. Oubre (Out),rotowire
2026-03-25,PHI,J. Broome,OUT,J. Broome (Out),rotowire
2026-03-25,PHI,T. Maxey,OUT,T. Maxey (Out),rotowire
2026-03-25,PHI,K. Oubre,OUT,K. Oubre (Out),rotowire
2026-03-25,OKC,T. Sorber,OFS,T. Sorber (OFS),rotowire
2026-03-25,OKC,N. Vucevic,OUT,N. Vucevic (Out),rotowire
2026-03-25,BOS,N. Vucevic,OUT,N. Vucevic (Out),rotowire
2026-03-25,MIA,T. Rozier,OUT,T. Rozier (Out),rotowire
2026-03-25,MIA,J. Allen,OUT,J. Allen (Out),rotowire
2026-03-25,MIA,C. Porter,OUT,C. Porter (Out),rotowire
2026-03-25,MIA,Max Strus,OUT,Max Strus (Out),rotowire
2026-03-25,MIA,J. Tyson,OUT,J. Tyson (Out),rotowire
2026-03-25,MIA,Dean Wade,OUT,Dean Wade (Out),rotowire
2026-03-25,CLE,J. Allen,OUT,J. Allen (Out),rotowire
2026-03-25,CLE,C. Porter,OUT,C. Porter (Out),rotowire
2026-03-25,CLE,Max Strus,OUT,Max Strus (Out),rotowire
2026-03-25,CLE,J. Tyson,OUT,J. Tyson (Out),rotowire
2026-03-25,CLE,Dean Wade,OUT,Dean Wade (Out),rotowire
2026-03-25,SAS,D. Jones Garcia,OFS,D. Jones Garcia (OFS),rotowire
2026-03-25,SAS,D. Fox,OUT,D. Fox (Out),rotowire
2026-03-25,SAS,L. Kornet,OUT,L. Kornet (Out),rotowire
2026-03-25,SAS,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-25,SAS,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-25,SAS,B. Clarke,OFS,B. Clarke (OFS),rotowire
2026-03-25,SAS,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-25,SAS,Ja Morant,OFS,Ja Morant (OFS),rotowire
2026-03-25,SAS,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-25,SAS,Ty Jerome,OUT,Ty Jerome (Out),rotowire
2026-03-25,SAS,J. Mashack,OUT,J. Mashack (Out),rotowire
2026-03-25,SAS,J. Wells,OUT,J. Wells (Out),rotowire
2026-03-25,MEM,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-25,MEM,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-25,MEM,B. Clarke,OFS,B. Clarke (OFS),rotowire
2026-03-25,MEM,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-25,MEM,Ja Morant,OFS,Ja Morant (OFS),rotowire
2026-03-25,MEM,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-25,MEM,Ty Jerome,OUT,Ty Jerome (Out),rotowire
2026-03-25,MEM,J. Mashack,OUT,J. Mashack (Out),rotowire
2026-03-25,MEM,J. Wells,OUT,J. Wells (Out),rotowire
2026-03-25,WAS,C. Whitmore,OFS,C. Whitmore (OFS),rotowire
2026-03-25,WAS,T. Young,QUES,T. Young (Ques),rotowire
2026-03-25,WAS,A. Davis,OUT,A. Davis (Out),rotowire
2026-03-25,WAS,K. George,OUT,K. George (Out),rotowire
2026-03-25,WAS,T. Johnson,OUT,T. Johnson (Out),rotowire
2026-03-25,WAS,D. Russell,OUT,D. Russell (Out),rotowire
2026-03-25,WAS,Alex Sarr,OUT,Alex Sarr (Out),rotowire
2026-03-25,WAS,T. Vukcevic,OUT,T. Vukcevic (Out),rotowire
2026-03-25,WAS,J. Jackson,OFS,J. Jackson (OFS),rotowire
2026-03-25,WAS,W. Kessler,OFS,W. Kessler (OFS),rotowire
2026-03-25,WAS,J. Nurkic,OFS,J. Nurkic (OFS),rotowire
2026-03-25,WAS,I. Collier,OUT,I. Collier (Out),rotowire
2026-03-25,WAS,K. Filipowski,OUT,K. Filipowski (Out),rotowire
2026-03-25,WAS,L. Markkanen,OUT,L. Markkanen (Out),rotowire
2026-03-25,WAS,B. Sensabaugh,OUT,B. Sensabaugh (Out),rotowire
2026-03-25,UTA,J. Jackson,OFS,J. Jackson (OFS),rotowire
2026-03-25,UTA,W. Kessler,OFS,W. Kessler (OFS),rotowire
2026-03-25,UTA,J. Nurkic,OFS,J. Nurkic (OFS),rotowire
2026-03-25,UTA,I. Collier,OUT,I. Collier (Out),rotowire
2026-03-25,UTA,K. Filipowski,OUT,K. Filipowski (Out),rotowire
2026-03-25,UTA,K. George,OUT,K. George (Out),rotowire
2026-03-25,UTA,L. Markkanen,OUT,L. Markkanen (Out),rotowire
2026-03-25,UTA,B. Sensabaugh,OUT,B. Sensabaugh (Out),rotowire
2026-03-25,HOU,S. Adams,OFS,S. Adams (OFS),rotowire
2026-03-25,HOU,F. VanVleet,OUT,F. VanVleet (Out),rotowire
2026-03-25,HOU,A. Dosunmu,OUT,A. Dosunmu (Out),rotowire
2026-03-25,HOU,A. Edwards,OUT,A. Edwards (Out),rotowire
2026-03-25,MIN,A. Dosunmu,OUT,A. Dosunmu (Out),rotowire
2026-03-25,MIN,A. Edwards,OUT,A. Edwards (Out),rotowire
2026-03-25,DAL,K. Irving,OFS,K. Irving (OFS),rotowire
2026-03-25,DAL,D. Lively,OFS,D. Lively (OFS),rotowire
2026-03-25,DAL,D. Gafford,OUT,D. Gafford (Out),rotowire
2026-03-25,DAL,C. Martin,OUT,C. Martin (Out),rotowire
2026-03-25,DAL,A. Gordon,OUT,A. Gordon (Out),rotowire
2026-03-25,DEN,A. Gordon,OUT,A. Gordon (Out),rotowire
2026-03-25,BKN,Egor Demin,OFS,Egor Demin (OFS),rotowire
2026-03-25,BKN,D. Sharpe,OFS,D. Sharpe (OFS),rotowire
2026-03-25,BKN,N. Clowney,OUT,N. Clowney (Out),rotowire
2026-03-25,BKN,M. Porter,OUT,M. Porter (Out),rotowire
2026-03-25,BKN,N. Traore,OUT,N. Traore (Out),rotowire
2026-03-25,BKN,Danny Wolf,OUT,Danny Wolf (Out),rotowire
2026-03-25,BKN,J. Butler,OFS,J. Butler (OFS),rotowire
2026-03-25,BKN,M. Moody,OFS,M. Moody (OFS),rotowire
2026-03-25,BKN,S. Curry,OUT,S. Curry (Out),rotowire
2026-03-25,BKN,Seth Curry,OUT,Seth Curry (Out),rotowire
2026-03-25,BKN,Al Horford,OUT,Al Horford (Out),rotowire
2026-03-25,BKN,M. Leons,OUT,M. Leons (Out),rotowire
2026-03-25,BKN,Q. Post,OUT,Q. Post (Out),rotowire
2026-03-25,GSW,J. Butler,OFS,J. Butler (OFS),rotowire
2026-03-25,GSW,M. Moody,OFS,M. Moody (OFS),rotowire
2026-03-25,GSW,S. Curry,OUT,S. Curry (Out),rotowire
2026-03-25,GSW,Seth Curry,OUT,Seth Curry (Out),rotowire
2026-03-25,GSW,Al Horford,OUT,Al Horford (Out),rotowire
2026-03-25,GSW,M. Leons,OUT,M. Leons (Out),rotowire
2026-03-25,GSW,Q. Post,OUT,Q. Post (Out),rotowire
2026-03-25,MIL,G. Antetokounmpo,OUT,G. Antetokounmpo (Out),rotowire
2026-03-25,MIL,G. Harris,OUT,G. Harris (Out),rotowire
2026-03-25,MIL,Kyle Kuzma,OUT,Kyle Kuzma (Out),rotowire
2026-03-25,MIL,K. Porter,OUT,K. Porter (Out),rotowire
2026-03-25,MIL,B. Portis,OUT,B. Portis (Out),rotowire
2026-03-25,MIL,M. Turner,OUT,M. Turner (Out),rotowire
2026-03-25,MIL,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-25,MIL,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-25,MIL,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-25,POR,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-25,POR,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-25,POR,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-25,TOR,C. Hepburn,OUT,C. Hepburn (Out),rotowire
2026-03-25,TOR,I. Quickley,OUT,I. Quickley (Out),rotowire
2026-03-25,TOR,B. Beal,OFS,B. Beal (OFS),rotowire
2026-03-25,TOR,Y. Niederhauser,OFS,Y. Niederhauser (OFS),rotowire
2026-03-25,TOR,J. Miller,OUT,J. Miller (Out),rotowire
2026-03-25,LAC,B. Beal,OFS,B. Beal (OFS),rotowire
2026-03-25,LAC,Y. Niederhauser,OFS,Y. Niederhauser (OFS),rotowire
2026-03-25,LAC,J. Miller,OUT,J. Miller (Out),rotowire
2026-03-25,ATL,C. Cunningham,OUT,C. Cunningham (Out),rotowire
2026-03-25,ATL,M. Sasser,OUT,M. Sasser (Out),rotowire
2026-03-25,ATL,I. Stewart,OUT,I. Stewart (Out),rotowire
2026-03-26,SAC,I. Stevens,QUES,I. Stevens (Ques),rotowire
2026-03-26,SAC,P. Achiuwa,QUES,P. Achiuwa (Ques),rotowire
2026-03-26,SAC,J. Suggs,QUES,J. Suggs (Ques),rotowire
2026-03-26,ORL,J. Suggs,QUES,J. Suggs (Ques),rotowire
2026-03-26,NYK,P. Connaughton,QUES,P. Connaughton (Ques),rotowire
2026-03-26,CHA,P. Connaughton,QUES,P. Connaughton (Ques),rotowire
2026-03-26,NOP,A. Thompson,PROB,A. Thompson (Prob),rotowire
2026-03-26,NOP,T. Harris,QUES,T. Harris (Ques),rotowire
2026-03-26,NOP,J. Duren,PROB,J. Duren (Prob),rotowire
2026-03-26,NOP,J. Green,PROB,J. Green (Prob),rotowire
2026-03-26,NOP,M. Sasser,PROB,M. Sasser (Prob),rotowire
2026-03-26,DET,J. Duren,PROB,J. Duren (Prob),rotowire
2026-03-26,DET,J. Green,PROB,J. Green (Prob),rotowire
2026-03-26,DET,M. Sasser,PROB,M. Sasser (Prob),rotowire
2026-03-26,DET,A. Thompson,PROB,A. Thompson (Prob),rotowire
2026-03-26,DET,T. Harris,QUES,T. Harris (Ques),rotowire
2026-03-26,NOP,B. McGowens,DOUBT,B. McGowens (Doubt),rotowire
2026-03-26,NOP,T. Murphy,QUES,T. Murphy (Ques),rotowire
2026-03-26,NOP,D. Murray,DOUBT,D. Murray (Doubt),rotowire
2026-03-26,NOP,C. LeVert,QUES,C. LeVert (Ques),rotowire
2026-03-26,NOP,D. Robinson,QUES,D. Robinson (Ques),rotowire
2026-03-26,NOP,I. Stewart,QUES,I. Stewart (Ques),rotowire
2026-03-26,NOP,C. Cunningham,OUT,C. Cunningham (Out),rotowire
2026-03-26,DET,C. LeVert,QUES,C. LeVert (Ques),rotowire
2026-03-26,DET,D. Robinson,QUES,D. Robinson (Ques),rotowire
2026-03-26,DET,I. Stewart,QUES,I. Stewart (Ques),rotowire
2026-03-26,DET,C. Cunningham,OUT,C. Cunningham (Out),rotowire
2026-03-26,SAC,D. Eubanks,OFS,D. Eubanks (OFS),rotowire
2026-03-26,SAC,K. Hayes,QUES,K. Hayes (Ques),rotowire
2026-03-26,SAC,D. Hunter,OFS,D. Hunter (OFS),rotowire
2026-03-26,SAC,Z. LaVine,OFS,Z. LaVine (OFS),rotowire
2026-03-26,SAC,D. Sabonis,OFS,D. Sabonis (OFS),rotowire
2026-03-26,SAC,N. Clifford,OUT,N. Clifford (Out),rotowire
2026-03-26,SAC,K. Murray,OUT,K. Murray (Out),rotowire
2026-03-26,SAC,R. Westbrook,OUT,R. Westbrook (Out),rotowire
2026-03-26,SAC,A. Black,DOUBT,A. Black (Doubt),rotowire
2026-03-26,SAC,J. Isaac,DOUBT,J. Isaac (Doubt),rotowire
2026-03-26,SAC,F. Wagner,QUES,F. Wagner (Ques),rotowire
2026-03-26,ORL,A. Black,DOUBT,A. Black (Doubt),rotowire
2026-03-26,ORL,J. Isaac,DOUBT,J. Isaac (Doubt),rotowire
2026-03-26,ORL,F. Wagner,QUES,F. Wagner (Ques),rotowire
2026-03-26,NYK,K. McCullar,QUES,K. McCullar (Ques),rotowire
2026-03-26,NYK,L. Shamet,QUES,L. Shamet (Ques),rotowire
2026-03-26,NYK,M. McBride,OUT,M. McBride (Out),rotowire
2026-03-26,NYK,L. McNeeley,QUES,L. McNeeley (Ques),rotowire
2026-03-26,NYK,T. Salaun,DOUBT,T. Salaun (Doubt),rotowire
2026-03-26,CHA,L. McNeeley,QUES,L. McNeeley (Ques),rotowire
2026-03-26,CHA,T. Salaun,DOUBT,T. Salaun (Doubt),rotowire
2026-03-27,ATL,N. Queta,QUES,N. Queta (Ques),rotowire
2026-03-27,BOS,N. Queta,QUES,N. Queta (Ques),rotowire
2026-03-27,WAS,B. Coulibaly,QUES,B. Coulibaly (Ques),rotowire
2026-03-27,WAS,T. Johnson,QUES,T. Johnson (Ques),rotowire
2026-03-27,WAS,A. Sarr,QUES,A. Sarr (Ques),rotowire
2026-03-27,WAS,T. Vukcevic,QUES,T. Vukcevic (Ques),rotowire
2026-03-27,BKN,L. Doncic,QUES,L. Doncic (Ques),rotowire
2026-03-27,BKN,R. Hachimura,QUES,R. Hachimura (Ques),rotowire
2026-03-27,LAL,L. Doncic,QUES,L. Doncic (Ques),rotowire
2026-03-27,LAL,R. Hachimura,QUES,R. Hachimura (Ques),rotowire
2026-03-27,LAC,A. Nesmith,PROB,A. Nesmith (Prob),rotowire
2026-03-27,IND,A. Nesmith,PROB,A. Nesmith (Prob),rotowire
2026-03-27,LAC,O. Toppin,QUES,O. Toppin (Ques),rotowire
2026-03-27,IND,O. Toppin,QUES,O. Toppin (Ques),rotowire
2026-03-27,MIA,J. Jaquez,PROB,J. Jaquez (Prob),rotowire
2026-03-27,CHI,R. Dillingham,PROB,R. Dillingham (Prob),rotowire
2026-03-27,CHI,I. Okoro,PROB,I. Okoro (Prob),rotowire
2026-03-27,CHI,G. Yabusele,QUES,G. Yabusele (Ques),rotowire
2026-03-27,MIA,J. Allen,PROB,J. Allen (Prob),rotowire
2026-03-27,CLE,J. Allen,PROB,J. Allen (Prob),rotowire
2026-03-27,BKN,N. Clowney,PROB,N. Clowney (Prob),rotowire
2026-03-27,MIA,Dean Wade,OUT,Dean Wade (Out),rotowire
2026-03-27,CLE,Dean Wade,OUT,Dean Wade (Out),rotowire
2026-03-27,HOU,Ty Jerome,OUT,Ty Jerome (Out),rotowire
2026-03-27,MEM,Ty Jerome,OUT,Ty Jerome (Out),rotowire
2026-03-27,DAL,R. Williams,QUES,R. Williams (Ques),rotowire
2026-03-27,POR,R. Williams,QUES,R. Williams (Ques),rotowire
2026-03-27,WAS,Trae Young,OUT,Trae Young (Out),rotowire
2026-03-27,WAS,Seth Curry,OUT,Seth Curry (Out),rotowire
2026-03-27,GSW,Seth Curry,OUT,Seth Curry (Out),rotowire
2026-03-27,DAL,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-27,POR,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-27,LAC,B. Beal,OFS,B. Beal (OFS),rotowire
2026-03-27,LAC,I. Jackson,QUES,I. Jackson (Ques),rotowire
2026-03-27,LAC,Y. Niederhauser,OFS,Y. Niederhauser (OFS),rotowire
2026-03-27,LAC,J. Walker,QUES,J. Walker (Ques),rotowire
2026-03-27,LAC,J. Furphy,OFS,J. Furphy (OFS),rotowire
2026-03-27,LAC,T. Haliburton,OFS,T. Haliburton (OFS),rotowire
2026-03-27,LAC,I. Zubac,OFS,I. Zubac (OFS),rotowire
2026-03-27,IND,J. Furphy,OFS,J. Furphy (OFS),rotowire
2026-03-27,IND,T. Haliburton,OFS,T. Haliburton (OFS),rotowire
2026-03-27,IND,J. Walker,QUES,J. Walker (Ques),rotowire
2026-03-27,IND,I. Zubac,OFS,I. Zubac (OFS),rotowire
2026-03-27,ATL,J. Landale,QUES,J. Landale (Ques),rotowire
2026-03-27,ATL,J. Brown,QUES,J. Brown (Ques),rotowire
2026-03-27,ATL,N. Vucevic,OUT,N. Vucevic (Out),rotowire
2026-03-27,BOS,J. Brown,QUES,J. Brown (Ques),rotowire
2026-03-27,BOS,N. Vucevic,OUT,N. Vucevic (Out),rotowire
2026-03-27,MIA,T. Rozier,OUT,T. Rozier (Out),rotowire
2026-03-27,MIA,C. Porter,QUES,C. Porter (Ques),rotowire
2026-03-27,MIA,J. Tyson,QUES,J. Tyson (Ques),rotowire
2026-03-27,MIA,D. Wade,QUES,D. Wade (Ques),rotowire
