game_id,player_id,fgm,fga,fg3m,fg3a
401809246,4431671.0,10,16,1,3
401809246,4431767.0,3,9,1,3
401809246,3934673.0,3,10,3,8
401809246,3138196.0,2,5,1,3
401809246,4396971.0,7,12,2,6
401809246,2528210.0,7,11,4,6
401809246,3032976.0,3,7,0,0
401809246,3064514.0,8,15,1,4
401809246,3936299.0,16,29,5,9
401809246,3064290.0,3,10,0,2
401809246,3112335.0,9,10,0,0
401809247,3134907.0,3,9,1,4
401809247,3133628.0,5,10,4,6
401809247,3064482.0,8,15,3,7
401809247,2490149.0,5,11,2,4
401809247,4278039.0,9,20,7,16
401809247,3032977.0,7,12,0,1
401809247,4591725.0,6,12,1,4
401809247,4701230.0,11,24,3,6
401809247,4869342.0,8,16,0,2
401809247,4397140.0,2,5,0,0
401809248,4278073.0,12,20,1,4
401809248,4433255.0,11,16,4,5
401809248,4066328.0,4,8,0,0
401809248,4432158.0,7,14,0,2
401809248,3908809.0,5,18,1,9
401809248,4900671.0,2,5,0,1
401809249,3934672.0,9,24,1,4
401809249,5041939.0,7,14,1,4
401809249,3136195.0,9,19,2,5
401809249,3934719.0,3,8,1,4
401809249,3062679.0,3,6,2,5
401809249,3147657.0,3,10,1,4
401809250,4066354.0,5,8,3,6
401809250,4684742.0,3,6,0,0
401809250,3078576.0,1,11,0,6
401809250,4397424.0,1,2,0,0
401809250,4433621.0,8,12,0,0
401809250,3917376.0,11,28,2,8
401809250,4432166.0,4,17,0,4
401809250,4432810.0,2,5,0,2
401809502,4869342.0,8,13,0,0
401809502,4278039.0,8,14,1,5
401809502,3102531.0,6,12,1,3
401809502,3149673.0,5,15,2,6
401809502,4701230.0,9,16,0,3
401809502,4396909.0,3,11,2,8
401809503,3059318.0,6,13,1,2
401809503,4397424.0,2,2,0,0
401809503,4066354.0,7,17,1,9
401809503,5124612.0,7,11,2,4
401809503,3917376.0,13,19,4,7
401809503,3078576.0,6,16,2,7
401809503,4431678.0,8,16,4,9
401809504,4432158.0,11,17,2,5
401809504,4395724.0,2,9,0,3
401809504,4395625.0,8,15,3,5
401809504,4433134.0,6,14,1,4
401809504,3913176.0,7,15,0,3
401809505,3934672.0,12,25,3,8
401809505,4397002.0,8,10,1,3
401809505,6478.0,10,17,4,8
401809505,3136195.0,6,14,1,5
401809505,4871145.0,12,21,4,8
401809505,4711294.0,4,10,2,5
401809505,3147657.0,9,14,4,8
401809505,3934719.0,10,13,5,7
401809505,3062679.0,0,1,0,1
401809506,4903027.0,4,11,0,4
401809506,4277961.0,6,8,2,2
401809506,4433083.0,3,6,2,5
401809506,4066457.0,5,14,2,8
401809506,4279888.0,3,14,0,6
401809506,3945274.0,14,27,6,15
401809506,5112087.0,7,16,2,9
401809506,4278129.0,4,6,0,0
401809506,4593125.0,3,12,1,5
401809507,4701232.0,3,6,0,0
401809507,4433627.0,3,10,2,4
401809507,4278585.0,4,8,4,7
401809507,3136193.0,13,23,6,9
401809507,3135045.0,5,15,2,9
401809507,4066336.0,10,20,4,11
401809507,4873138.0,2,8,0,3
401809507,4433136.0,2,5,0,0
401809508,4683021.0,7,13,2,4
401809508,4914336.0,7,14,3,7
401809508,3995.0,4,13,2,7
401809508,4431736.0,5,12,2,5
401809508,2991070.0,4,11,1,6
401809508,3936299.0,9,15,1,4
401809508,3138196.0,3,7,1,3
401809508,4683678.0,,,,
401809508,3112335.0,7,10,2,3
401809508,3064290.0,5,11,0,2
401809508,4431767.0,2,6,0,3
401809508,5105565.0,2,8,0,3
401809508,2528210.0,3,10,2,6
401809509,4397136.0,2,5,0,2
401809509,4869780.0,2,5,0,0
401809509,4277956.0,9,15,7,13
401809509,4395628.0,9,17,0,0
401809509,6450.0,11,16,5,8
401809509,4397688.0,6,14,5,10
401809509,5144091.0,4,14,2,5
401809509,3992.0,8,19,4,13
401809509,4017837.0,5,7,0,0
401809510,4066354.0,8,16,5,8
401809510,4432573.0,4,10,1,3
401809510,4397424.0,2,8,0,0
401809510,4566434.0,9,18,2,7
401809510,4066320.0,8,15,2,5
401809510,3917376.0,15,28,1,6
401809510,3078576.0,7,16,1,6
401809510,4432165.0,5,8,4,6
401809511,4396907.0,7,16,4,9
401809511,4066328.0,7,13,0,0
401809511,4432158.0,7,16,0,4
401809511,2490149.0,8,16,6,13
401809511,5160992.0,10,17,0,4
401809511,3908809.0,8,20,4,10
401809512,4395625.0,7,15,2,6
401809512,3134908.0,4,5,0,0
401809512,3102531.0,4,16,1,7
401809512,4278039.0,7,14,3,6
401809512,4395724.0,5,11,3,7
401809512,4701230.0,8,14,2,5
401809512,4433134.0,5,16,0,2
401809512,3913176.0,7,19,2,8
401809512,4869342.0,2,10,1,3
401809773,4432166.0,13,18,2,6
401809773,4684742.0,7,14,0,0
401809773,4432810.0,2,2,0,0
401809773,4278067.0,6,8,0,0
401809773,4278104.0,8,17,5,10
401809773,4433621.0,11,14,0,0
401809774,5104157.0,8,16,0,2
401809774,6578.0,8,11,6,9
401809774,4684740.0,4,12,2,4
401809774,4433192.0,4,6,3,4
401809774,4395723.0,3,8,0,2
401809774,4845367.0,5,12,0,4
401809774,3202.0,8,18,1,2
401809774,4432639.0,2,6,0,1
401809774,2991235.0,1,4,0,0
401809774,4711272.0,6,10,4,7
401809774,4871144.0,10,22,1,6
401809774,4395630.0,4,12,4,10
401809775,3059319.0,9,16,4,6
401809775,4066383.0,4,16,0,5
401809775,4432848.0,8,15,1,1
401809775,2595516.0,10,20,2,5
401809775,5061575.0,9,23,5,13
401809775,5105623.0,3,13,1,5
401809776,4903027.0,7,10,3,5
401809776,4593125.0,5,12,3,7
401809776,4278078.0,6,15,2,6
401809776,5112087.0,2,7,1,3
401809776,5041939.0,5,10,1,4
401809776,4433083.0,5,9,2,4
401809776,4277961.0,6,9,2,5
401809776,4279888.0,7,20,0,4
401809777,4711294.0,8,13,2,6
401809777,4591725.0,7,13,4,6
401809777,3133628.0,8,14,5,8
401809777,3134907.0,4,6,1,2
401809777,3064482.0,3,5,1,2
401809777,4397002.0,3,6,1,3
401809777,3032977.0,16,32,1,3
401809777,6478.0,7,13,2,3
401809777,4871145.0,6,14,2,5
401809778,4431671.0,9,14,3,3
401809778,4396971.0,2,6,1,4
401809778,4873138.0,4,9,2,4
401809778,3934673.0,1,4,1,4
401809778,4594268.0,12,21,7,12
401809778,4066336.0,4,14,0,4
401809778,3064514.0,6,12,1,4
401809778,4433627.0,7,14,2,5
401809778,3032976.0,4,6,0,0
401809779,2528210.0,2,5,1,3
401809779,3064290.0,6,12,3,5
401809779,3138196.0,0,3,0,2
401809779,6430.0,5,10,0,3
401809779,4431767.0,5,11,1,4
401809779,3936299.0,8,12,5,7
401809779,3112335.0,12,15,2,3
401809779,6589.0,6,12,5,10
401809780,3468.0,9,17,5,9
401809780,4222252.0,14,17,0,0
401809780,3978.0,7,13,4,7
401809780,4900671.0,5,12,2,2
401809780,4278073.0,12,20,2,6
401809780,4433255.0,4,9,0,4
401809780,4898371.0,3,10,0,1
401809780,3064440.0,3,5,2,3
401809781,5105623.0,5,8,1,2
401809781,3059319.0,6,18,1,6
401809781,4432848.0,9,20,1,2
401809781,2595516.0,12,22,8,15
401809781,3934719.0,1,4,0,1
401809781,3147657.0,6,21,3,12
401809781,3062679.0,5,8,1,1
401809781,3136195.0,13,26,6,14
401809782,4278104.0,10,23,3,11
401809782,4432165.0,5,11,2,7
401809782,4566434.0,7,17,3,9
401809782,4278067.0,6,12,0,2
401809782,4066320.0,7,18,3,7
401809783,4432810.0,6,11,1,3
401809783,5124612.0,6,15,4,8
401809783,4431678.0,13,31,2,11
401809784,4914336.0,7,16,1,5
401809784,3995.0,4,9,3,7
401809784,4711272.0,5,12,3,9
401809784,4684740.0,6,17,0,4
401809784,4871144.0,9,13,4,6
401809784,4432639.0,9,16,4,9
401809784,4683021.0,7,15,2,5
401809784,4433192.0,1,6,1,4
401809784,4683678.0,,,,
401809784,2991235.0,2,4,0,0
401809784,5105565.0,4,9,0,3
401809784,2991070.0,4,8,1,3
401809784,3202.0,12,19,3,6
401809784,4431736.0,6,12,3,7
401809785,3134907.0,11,17,2,4
401809785,3032977.0,12,18,0,1
401809785,4277811.0,4,7,2,3
401809785,5061575.0,12,20,4,9
401809785,4066383.0,12,24,6,15
401809785,3064482.0,4,7,2,4
401809785,3133628.0,6,9,6,8
401809785,4591725.0,8,12,4,6
401809785,4432816.0,5,15,2,6
401809786,4396971.0,5,12,2,6
401809786,3064514.0,9,16,2,4
401809786,3934673.0,6,11,5,10
401809786,3468.0,5,11,2,5
401809786,3978.0,3,10,0,2
401809786,3155942.0,14,24,1,2
401809786,3064440.0,8,17,4,8
401809786,4898371.0,,,,
401809786,3032976.0,4,6,0,0
401809786,4431671.0,6,9,0,2
401809786,4594268.0,9,20,1,7
401809787,4066457.0,9,16,2,6
401809787,5144091.0,8,16,2,2
401809787,4397688.0,13,21,3,7
401809787,4397136.0,3,13,3,8
401809787,4278129.0,10,11,0,0
401809787,4869780.0,4,10,0,1
401809787,3945274.0,6,16,3,8
401809788,3992.0,13,25,6,12
401809788,4017837.0,11,15,0,0
401809788,5041939.0,8,13,0,3
401809789,6589.0,3,12,0,4
401809789,6430.0,7,14,0,1
401809789,5104157.0,10,21,3,8
401809789,4395630.0,4,10,1,4
401809789,4845367.0,4,6,0,1
401809789,4066259.0,10,22,4,8
401809789,3975.0,16,26,9,17
401809789,6578.0,2,5,1,4
401809789,4395723.0,2,7,0,3
401809790,4396907.0,5,12,3,4
401809790,4432158.0,7,13,1,1
401809790,2530530.0,4,6,2,2
401809790,3908809.0,11,22,4,11
401809790,3149673.0,9,15,3,6
401809790,4683634.0,7,15,2,7
401809790,4395712.0,11,20,3,5
401809791,4278104.0,13,21,4,6
401809791,4397424.0,8,12,0,0
401809791,4278067.0,7,13,0,0
401809791,3917376.0,9,18,1,4
401809791,3078576.0,2,13,1,7
401809791,4066354.0,5,13,3,9
401809792,4433134.0,10,15,3,4
401809792,3134908.0,1,1,0,0
401809792,4395724.0,6,10,3,6
401809792,3913176.0,6,12,0,3
401809792,5174563.0,2,7,1,4
401809792,4395625.0,9,15,2,5
401809792,2490149.0,8,15,2,7
401809793,6478.0,2,8,0,4
401809793,4711294.0,2,8,0,3
401809793,4871145.0,6,14,1,3
401809793,4066261.0,4,11,2,5
401809793,4432848.0,5,11,0,0
401809793,5105623.0,8,15,0,1
401809793,2595516.0,6,14,2,7
401809793,4397002.0,9,14,3,4
401809794,4395628.0,7,9,0,0
401809794,5041939.0,12,19,0,4
401809794,4278078.0,8,14,5,8
401809794,4397136.0,2,9,0,4
401809794,5144091.0,8,12,3,4
401809794,4397688.0,7,14,1,7
401809794,4869780.0,8,17,0,2
401809795,4594268.0,14,24,5,11
401809795,4431671.0,5,12,0,5
401809795,4396971.0,4,10,1,3
401809795,3934673.0,2,9,2,7
401809795,4701232.0,6,9,0,0
401809795,3032976.0,5,10,0,0
401809795,3136193.0,4,18,1,6
401809795,3155526.0,8,17,4,8
401809795,3064514.0,6,13,2,7
401809795,4278585.0,7,12,4,7
401809796,2991235.0,2,2,0,0
401809796,3936299.0,10,16,3,7
401809796,4432639.0,7,20,5,11
401809796,2528210.0,5,11,2,7
401809796,4684740.0,10,18,1,2
401809796,3064290.0,0,1,0,1
401809796,3202.0,5,15,1,5
401809796,3112335.0,11,20,4,8
401809796,4871144.0,6,14,0,1
401809796,3138196.0,2,6,1,2
401809796,4711272.0,9,13,5,8
401809797,4222252.0,5,5,0,0
401809797,4433255.0,5,14,0,4
401809797,4873138.0,6,9,3,5
401809797,4278073.0,9,14,3,3
401809797,4433627.0,6,10,1,2
401809797,4066336.0,4,8,2,4
401809797,4900671.0,4,10,2,3
401809798,3975.0,14,23,9,17
401809798,6589.0,4,11,2,6
401809798,4683021.0,6,14,2,7
401809798,3995.0,,,,
401809798,6430.0,5,15,0,0
401809798,4431736.0,7,11,4,6
401809798,5105565.0,9,14,1,4
401809798,4914336.0,,,,
401809798,2991070.0,0,8,0,4
401809799,2490149.0,17,25,10,13
401809799,4701230.0,3,12,0,4
401809799,3102531.0,7,13,2,5
401809799,4278039.0,3,9,2,6
401809799,4869342.0,5,11,1,3
401809799,5160992.0,11,15,1,2
401809800,4431678.0,7,15,1,5
401809800,4566434.0,8,13,1,2
401809800,4066320.0,6,15,1,5
401809800,4432165.0,2,7,0,3
401809801,1966.0,9,15,2,5
401809801,4066457.0,11,16,2,4
401809801,4017837.0,5,12,0,0
401809801,6450.0,6,14,1,5
401809801,3945274.0,14,28,7,12
401809801,3992.0,9,21,3,12
401809802,3917376.0,12,32,2,7
401809802,4433621.0,4,10,0,0
401809802,4066354.0,5,10,4,7
401809802,4432810.0,3,7,0,0
401809802,4432166.0,12,26,4,9
401809802,4684742.0,2,8,1,2
401809802,3078576.0,7,13,6,11
401809803,5061575.0,2,12,0,7
401809803,4433287.0,5,12,4,9
401809803,3136195.0,6,13,0,3
401809803,4277811.0,5,6,0,1
401809803,3934672.0,14,28,2,6
401809803,3147657.0,8,11,0,1
401809803,4066383.0,6,14,3,6
401809803,4432816.0,4,14,2,7
401809803,3062679.0,8,13,4,6
401809804,4066261.0,7,16,1,5
401809804,3064482.0,4,14,0,3
401809804,2595516.0,4,11,0,5
401809804,4591725.0,11,24,4,14
401809804,5105623.0,4,6,1,1
401809804,4432848.0,4,6,1,2
401809804,3134907.0,4,11,0,0
401809804,3059319.0,4,11,1,6
401809804,4395725.0,9,15,3,5
401809804,3133628.0,9,15,1,5
401809805,2530530.0,8,17,0,4
401809805,3134908.0,4,6,0,0
401809805,4395712.0,2,10,1,5
401809805,4395724.0,6,19,1,7
401809805,3149673.0,5,10,0,0
401809805,4433134.0,5,12,0,1
401809805,3913176.0,11,23,1,4
401809805,4683634.0,5,15,4,9
401809806,4433255.0,4,12,2,4
401809806,4594268.0,9,19,5,10
401809806,4396971.0,4,11,2,5
401809806,4900671.0,5,9,0,1
401809806,3934673.0,4,9,2,6
401809806,3064514.0,2,13,2,7
401809806,4431671.0,3,6,2,2
401809806,4222252.0,6,10,0,0
401809806,3032976.0,1,3,0,0
401809806,4278073.0,12,19,1,2
401809807,4869780.0,5,8,0,1
401809807,4395628.0,7,15,0,1
401809807,4593125.0,5,9,2,3
401809807,4397136.0,6,13,4,9
401809807,4903027.0,5,10,0,2
401809807,5112087.0,9,11,5,6
401809807,4600663.0,10,15,0,1
401809807,4397688.0,5,12,2,6
401809807,4433083.0,4,5,3,4
401809807,4277961.0,9,23,5,11
401809807,5144091.0,4,11,1,3
401809808,4871144.0,7,18,0,4
401809808,4432639.0,4,11,2,5
401809808,2991235.0,,,,
401809808,4433192.0,,,,
401809808,6430.0,6,11,2,4
401809808,3975.0,4,13,2,9
401809808,4684740.0,4,12,0,3
401809808,6589.0,5,8,2,5
401809808,4711272.0,12,25,4,12
401809809,4914336.0,4,8,0,3
401809809,4395630.0,9,17,3,5
401809809,2991070.0,5,17,0,5
401809809,4395723.0,3,7,0,1
401809809,6578.0,5,11,2,5
401809809,4066259.0,11,25,3,8
401809809,4431736.0,4,14,2,11
401809809,5037871.0,2,8,1,2
401809809,3995.0,,,,
401809809,4683021.0,12,19,5,8
401809809,5105565.0,3,8,0,0
401809810,3468.0,8,13,3,5
401809810,4701232.0,9,12,0,0
401809810,3155526.0,4,12,1,4
401809810,4278585.0,8,15,4,9
401809810,3064440.0,5,14,1,6
401809810,4594327.0,7,16,2,9
401809810,4898371.0,0,2,0,0
401809810,3136193.0,6,22,2,9
401809810,3978.0,4,11,0,2
401809811,4066328.0,3,6,0,0
401809811,4701230.0,9,18,3,7
401809811,4869342.0,5,8,0,0
401809811,4396907.0,6,14,1,3
401809811,4278039.0,10,22,5,13
401809811,4432158.0,7,17,3,6
401809811,3908809.0,15,28,7,15
401809812,4251.0,6,10,2,5
401809812,4278067.0,4,10,0,2
401809812,4431678.0,7,16,2,8
401809813,5061575.0,5,14,2,9
401809813,4397002.0,2,7,1,2
401809813,4395651.0,11,23,1,6
401809813,4432816.0,6,19,3,10
401809813,4277811.0,8,15,1,4
401809813,4871145.0,8,16,3,7
401809813,6478.0,6,11,1,5
401809813,4066383.0,8,17,1,5
401809813,4711294.0,3,8,0,5
401809813,4433287.0,10,19,5,11
401809814,4684742.0,3,7,0,0
401809814,4432810.0,2,3,1,1
401809814,4433621.0,5,8,0,0
401809814,4066320.0,13,25,0,5
401809814,4432165.0,4,17,2,11
401809814,4432166.0,13,26,4,7
401809814,4566434.0,8,19,0,3
401809815,2530530.0,7,9,0,0
401809815,4683634.0,8,16,3,5
401809815,5174563.0,2,6,1,3
401809815,3149673.0,11,20,1,4
401809815,2490149.0,5,13,1,5
401809815,5160992.0,8,19,1,4
401809816,3934672.0,12,21,4,6
401809816,4591725.0,4,10,3,5
401809816,3134907.0,8,9,4,5
401809816,3062679.0,5,12,0,4
401809816,3032977.0,10,14,0,2
401809816,3147657.0,6,12,2,5
401809816,3136195.0,2,8,1,2
401809816,3064482.0,1,7,1,4
401809816,3133628.0,3,10,2,7
401809817,4701232.0,5,9,0,0
401809817,3155526.0,6,18,2,9
401809817,4593803.0,3,12,1,1
401809817,4900671.0,0,3,0,1
401809817,4278073.0,10,20,3,5
401809817,4433255.0,8,13,2,5
401809817,4278585.0,9,16,6,11
401809817,3136193.0,5,13,2,7
401809818,4395630.0,12,17,7,9
401809818,3138196.0,10,16,6,9
401809818,2528210.0,4,10,2,7
401809818,5037871.0,4,7,0,1
401809818,4395723.0,4,7,2,5
401809818,3112335.0,7,10,1,1
401809818,6578.0,4,11,1,6
401809818,3936299.0,13,20,5,8
401809818,4066259.0,6,19,1,6
401809819,4898371.0,7,11,1,2
401809819,4066336.0,9,23,2,13
401809819,3064440.0,12,23,4,9
401809819,4873138.0,2,5,1,2
401809819,4594327.0,9,18,1,6
401809819,3468.0,6,16,2,5
401809819,4433627.0,10,19,4,9
401809819,3978.0,5,10,1,1
401809820,4278078.0,9,19,2,4
401809820,4066457.0,12,15,6,8
401809820,6583.0,6,10,0,1
401809820,3945274.0,10,18,4,9
401809820,4278129.0,8,9,0,0
401809820,5041939.0,5,11,1,3
401809820,1966.0,5,13,2,6
401809821,6450.0,15,24,3,7
401809821,4600663.0,2,4,0,0
401809821,4433083.0,4,9,2,5
401809821,4277961.0,9,13,3,5
401809821,4593125.0,4,7,2,2
401809821,3992.0,6,18,4,13
401809821,5112087.0,2,7,1,6
401809821,4017837.0,4,11,0,0
401809821,4903027.0,3,10,1,4
401809833,2595516.0,8,19,4,12
401809833,4432165.0,7,13,3,8
401809833,4395725.0,7,17,0,6
401809833,5105623.0,1,1,0,0
401809833,4066261.0,7,14,0,3
401809833,4432573.0,5,13,2,5
401809833,4432848.0,5,12,0,1
401809833,3059319.0,8,14,3,6
401809833,4066320.0,14,24,6,9
401809834,3934672.0,13,19,6,9
401809834,3934719.0,4,11,1,6
401809834,3913176.0,11,18,3,5
401809834,3136195.0,4,11,1,2
401809834,3062679.0,8,11,4,7
401809834,4433134.0,6,18,1,6
401809834,3147657.0,6,14,3,8
401809834,3134908.0,5,7,0,0
401809835,3155526.0,4,16,2,5
401809835,4593803.0,5,8,1,3
401809835,4701232.0,2,5,0,0
401809835,3135045.0,3,9,2,7
401809835,4433255.0,9,13,4,4
401809835,4900671.0,3,5,1,2
401809835,4278073.0,11,15,3,4
401809835,4278585.0,1,5,0,1
401809836,6578.0,5,12,4,9
401809836,4395630.0,2,10,1,4
401809836,5037871.0,6,12,0,1
401809836,4066457.0,6,16,2,6
401809836,4278129.0,5,9,0,0
401809836,4066259.0,8,17,4,8
401809836,3945274.0,11,24,3,8
401809836,4845367.0,10,14,3,6
401809836,4395723.0,5,9,3,5
401809836,1966.0,7,14,0,3
401809837,4432573.0,10,22,0,7
401809837,4066320.0,7,17,2,4
401809837,3934672.0,16,27,2,5
401809837,4432165.0,10,16,2,8
401809837,3062679.0,6,12,0,4
401809837,3147657.0,7,13,0,1
401809837,3136195.0,9,11,2,4
401809837,3934719.0,8,13,3,4
401809838,4395630.0,6,13,4,9
401809838,4593803.0,5,16,2,5
401809838,4222252.0,5,9,0,0
401809838,4395723.0,1,4,1,2
401809838,4066259.0,8,15,3,7
401809838,4433255.0,3,8,1,3
401809838,5037871.0,3,13,1,5
401809838,4900671.0,2,4,1,1
401809838,4278073.0,12,23,1,7
401809838,5104157.0,6,11,1,1
401809838,4845367.0,9,16,2,5
401809838,6578.0,2,10,0,8
401809839,4395723.0,1,3,1,2
401809839,3934672.0,11,27,1,5
401809839,4845367.0,5,15,1,3
401809839,3136195.0,6,12,2,5
401809839,5104157.0,7,17,2,6
401809839,4066259.0,5,13,2,6
401809839,3062679.0,5,7,1,3
401809839,5037871.0,7,14,5,7
401809839,3934719.0,10,17,5,10
401809839,4395630.0,4,14,2,7
401809839,6578.0,4,9,0,4
401809839,3147657.0,4,12,1,5
401809933,4066383.0,6,11,3,6
401809933,4432174.0,2,9,0,2
401809933,4278067.0,8,12,0,1
401809933,4433287.0,8,19,2,9
401809933,5061575.0,4,6,3,4
401809933,4277811.0,4,9,1,2
401809933,4432816.0,7,15,4,8
401809933,4278104.0,5,15,2,7
401809934,3059319.0,6,12,1,5
401809934,4566434.0,9,17,2,5
401809934,5105623.0,3,5,1,2
401809934,4066261.0,4,13,1,5
401809934,4432848.0,6,7,0,1
401809934,4432165.0,6,7,2,3
401809934,2595516.0,9,19,4,8
401809934,4066320.0,7,18,3,6
401809934,4432573.0,7,17,1,3
401809935,3913176.0,7,16,0,2
401809935,4869342.0,2,4,0,1
401809935,4433134.0,9,14,0,0
401809935,4278039.0,2,15,1,5
401809935,4395625.0,9,12,2,4
401809935,4395724.0,5,12,0,7
401809935,4701230.0,7,13,0,2
401809935,4277905.0,5,14,1,7
401809935,3102531.0,5,12,4,7
401809935,3134908.0,7,8,0,0
401809936,3059318.0,1,9,0,4
401809936,3917376.0,9,18,2,4
401809936,5124612.0,13,26,5,13
401809936,3078576.0,7,20,4,13
401809936,4066354.0,6,14,1,7
401809936,4431678.0,13,24,7,9
401809936,4397424.0,7,8,0,0
401809937,4432166.0,8,24,1,6
401809937,4684742.0,5,8,0,0
401809937,4397002.0,6,14,2,5
401809937,4871145.0,5,12,1,2
401809937,4711294.0,7,12,0,3
401809937,6478.0,11,18,4,6
401809937,4433621.0,7,12,0,0
401809937,4432810.0,8,14,2,2
401809938,4277961.0,7,14,0,4
401809938,4593125.0,2,7,0,3
401809938,4903027.0,5,5,0,0
401809938,5144091.0,7,10,0,1
401809938,4397136.0,5,12,1,5
401809938,4869780.0,1,4,0,1
401809938,4277956.0,6,14,3,7
401809938,4279888.0,13,20,2,6
401809938,4397688.0,5,15,1,6
401809938,4433083.0,2,4,2,3
401809938,5112087.0,4,8,4,8
401809938,4395628.0,10,21,0,0
401809939,4397140.0,3,5,2,3
401809939,3134907.0,5,10,0,2
401809939,4591725.0,2,9,1,6
401809939,5174563.0,7,15,3,6
401809939,3032977.0,16,26,1,3
401809939,5160992.0,5,10,0,0
401809939,3064482.0,1,6,0,0
401809939,3133628.0,4,12,2,8
401809939,2490149.0,4,14,0,6
401809940,3992.0,5,12,2,9
401809940,4873138.0,1,5,0,2
401809940,4433627.0,6,12,1,7
401809940,4017837.0,9,13,0,0
401809940,4066336.0,8,13,4,7
401809940,6450.0,3,9,1,5
401809940,4433136.0,7,7,2,2
401809941,3155526.0,9,24,1,8
401809941,3468.0,2,8,0,2
401809941,4278585.0,3,9,1,4
401809941,3978.0,12,17,1,2
401809941,4701232.0,3,5,0,0
401809941,3064440.0,13,24,2,10
401809941,4898371.0,0,1,0,0
401809941,3135045.0,6,12,3,7
401809941,3136193.0,10,19,1,3
401809942,4396971.0,2,4,0,1
401809942,4683678.0,,,,
401809942,2991070.0,10,14,4,7
401809942,5105565.0,3,5,2,4
401809942,4431671.0,6,12,3,4
401809942,4683021.0,6,16,0,6
401809942,4431736.0,3,9,2,5
401809942,3934673.0,3,6,1,3
401809942,4914336.0,5,20,3,9
401809942,3995.0,5,15,1,7
401809942,4594268.0,14,28,5,10
401809942,3032976.0,3,4,0,0
401809942,3064514.0,7,13,3,5
401809943,4432165.0,4,5,3,4
401809943,4566434.0,10,17,2,5
401809943,4066320.0,5,14,1,7
401809943,4278039.0,8,18,1,10
401809943,4277905.0,7,18,1,6
401809943,4869342.0,3,7,0,0
401809943,4432573.0,4,15,0,5
401809943,4701230.0,5,10,0,0
