game_id,player_id,ftm,fta
401809502,4869342.0,2,2
401809502,4278039.0,4,5
401809502,3102531.0,2,3
401809502,3149673.0,6,10
401809502,4701230.0,4,4
401809502,4396909.0,4,5
401809503,3059318.0,7,7
401809503,4397424.0,0,0
401809503,4066354.0,0,0
401809503,5124612.0,1,1
401809503,3917376.0,2,3
401809503,3078576.0,1,2
401809503,4431678.0,6,7
401809504,4432158.0,5,8
401809504,4395724.0,0,0
401809504,4395625.0,1,1
401809504,4433134.0,1,4
401809504,3913176.0,6,7
401809505,3934672.0,2,5
401809505,4397002.0,5,6
401809505,6478.0,2,5
401809505,3136195.0,9,9
401809505,4871145.0,4,6
401809505,4711294.0,3,4
401809505,3147657.0,1,2
401809505,3934719.0,1,2
401809505,3062679.0,0,0
401809506,4903027.0,5,6
401809506,4277961.0,1,2
401809506,4433083.0,4,4
401809506,4066457.0,9,9
401809506,4279888.0,2,2
401809506,3945274.0,10,13
401809506,5112087.0,0,1
401809506,4278129.0,1,1
401809506,4593125.0,0,0
401809507,4701232.0,3,4
401809507,4433627.0,9,11
401809507,4278585.0,0,0
401809507,3136193.0,4,5
401809507,3135045.0,2,3
401809507,4066336.0,9,12
401809507,4873138.0,2,2
401809507,4433136.0,0,0
401809508,4683021.0,7,9
401809508,4914336.0,2,3
401809508,3995.0,1,2
401809508,4431736.0,2,4
401809508,2991070.0,7,7
401809508,3936299.0,3,3
401809508,3138196.0,2,2
401809508,4683678.0,,
401809508,3112335.0,5,7
401809508,3064290.0,4,4
401809508,4431767.0,1,2
401809508,5105565.0,1,1
401809508,2528210.0,3,3
401809509,4397136.0,4,4
401809509,4869780.0,2,2
401809509,4277956.0,5,5
401809509,4395628.0,11,13
401809509,6450.0,7,7
401809509,4397688.0,0,0
401809509,5144091.0,3,3
401809509,3992.0,4,5
401809509,4017837.0,4,4
401809510,4066354.0,6,8
401809510,4432573.0,6,8
401809510,4397424.0,1,2
401809510,4566434.0,7,7
401809510,4066320.0,4,5
401809510,3917376.0,1,2
401809510,3078576.0,1,1
401809510,4432165.0,0,0
401809511,4396907.0,2,2
401809511,4066328.0,2,4
401809511,4432158.0,4,7
401809511,2490149.0,3,4
401809511,5160992.0,0,2
401809511,3908809.0,4,4
401809512,4395625.0,3,3
401809512,3134908.0,4,4
401809512,3102531.0,8,8
401809512,4278039.0,3,4
401809512,4395724.0,5,6
401809512,4701230.0,3,3
401809512,4433134.0,4,4
401809512,3913176.0,4,4
401809512,4869342.0,2,2
401809773,4432166.0,6,6
401809773,4684742.0,0,0
401809773,4432810.0,0,0
401809773,4278067.0,5,6
401809773,4278104.0,7,7
401809773,4433621.0,8,8
401809774,5104157.0,6,6
401809774,6578.0,2,2
401809774,4684740.0,4,4
401809774,4433192.0,0,0
401809774,4395723.0,2,2
401809774,4845367.0,4,5
401809774,3202.0,7,7
401809774,4432639.0,1,2
401809774,2991235.0,1,1
401809774,4711272.0,0,0
401809774,4871144.0,4,5
401809774,4395630.0,3,4
401809775,3059319.0,0,0
401809775,4066383.0,6,6
401809775,4432848.0,1,2
401809775,2595516.0,3,3
401809775,5061575.0,7,7
401809775,5105623.0,0,0
401809776,4903027.0,4,4
401809776,4593125.0,3,4
401809776,4278078.0,0,0
401809776,5112087.0,3,4
401809776,5041939.0,1,2
401809776,4433083.0,0,0
401809776,4277961.0,3,3
401809776,4279888.0,7,7
401809777,4711294.0,2,2
401809777,4591725.0,2,2
401809777,3133628.0,2,3
401809777,3134907.0,2,2
401809777,3064482.0,0,0
401809777,4397002.0,0,0
401809777,3032977.0,8,11
401809777,6478.0,0,0
401809777,4871145.0,2,4
401809778,4431671.0,1,2
401809778,4396971.0,0,0
401809778,4873138.0,2,2
401809778,3934673.0,0,0
401809778,4594268.0,6,7
401809778,4066336.0,4,5
401809778,3064514.0,6,6
401809778,4433627.0,2,2
401809778,3032976.0,0,0
401809779,2528210.0,2,2
401809779,3064290.0,3,4
401809779,3138196.0,0,0
401809779,6430.0,6,7
401809779,4431767.0,1,2
401809779,3936299.0,2,2
401809779,3112335.0,0,0
401809779,6589.0,0,0
401809780,3468.0,1,2
401809780,4222252.0,5,6
401809780,3978.0,0,0
401809780,4900671.0,6,6
401809780,4278073.0,4,4
401809780,4433255.0,2,2
401809780,4898371.0,2,2
401809780,3064440.0,1,2
401809781,5105623.0,4,5
401809781,3059319.0,2,2
401809781,4432848.0,4,8
401809781,2595516.0,6,7
401809781,3934719.0,0,0
401809781,3147657.0,0,0
401809781,3062679.0,1,2
401809781,3136195.0,7,9
401809782,4278104.0,1,1
401809782,4432165.0,2,2
401809782,4566434.0,8,10
401809782,4278067.0,1,4
401809782,4066320.0,2,2
401809783,4432810.0,1,1
401809783,5124612.0,2,2
401809783,4431678.0,3,3
401809784,4914336.0,4,8
401809784,3995.0,2,2
401809784,4711272.0,0,0
401809784,4684740.0,7,7
401809784,4871144.0,3,4
401809784,4432639.0,0,0
401809784,4683021.0,6,7
401809784,4433192.0,0,0
401809784,4683678.0,,
401809784,2991235.0,1,2
401809784,5105565.0,1,1
401809784,2991070.0,4,5
401809784,3202.0,3,3
401809784,4431736.0,1,2
401809785,3134907.0,5,7
401809785,3032977.0,1,3
401809785,4277811.0,4,4
401809785,5061575.0,4,5
401809785,4066383.0,2,2
401809785,3064482.0,2,2
401809785,3133628.0,0,0
401809785,4591725.0,0,0
401809785,4432816.0,4,5
401809786,4396971.0,0,0
401809786,3064514.0,6,9
401809786,3934673.0,3,4
401809786,3468.0,1,4
401809786,3978.0,0,0
401809786,3155942.0,5,8
401809786,3064440.0,5,5
401809786,4898371.0,,
401809786,3032976.0,3,8
401809786,4431671.0,1,1
401809786,4594268.0,11,12
401809787,4066457.0,11,13
401809787,5144091.0,1,2
401809787,4397688.0,6,6
401809787,4397136.0,2,2
401809787,4278129.0,0,0
401809787,4869780.0,1,2
401809787,3945274.0,9,13
401809788,3992.0,9,11
401809788,4017837.0,5,7
401809788,5041939.0,0,1
401809789,6589.0,0,0
401809789,6430.0,7,8
401809789,5104157.0,3,3
401809789,4395630.0,2,2
401809789,4845367.0,5,8
401809789,4066259.0,0,0
401809789,3975.0,8,8
401809789,6578.0,2,2
401809789,4395723.0,0,0
401809790,4396907.0,7,7
401809790,4432158.0,7,11
401809790,2530530.0,0,0
401809790,3908809.0,6,8
401809790,3149673.0,5,6
401809790,4683634.0,5,5
401809790,4395712.0,7,7
401809791,4278104.0,3,5
401809791,4397424.0,0,0
401809791,4278067.0,4,7
401809791,3917376.0,7,9
401809791,3078576.0,1,2
401809791,4066354.0,0,0
401809792,4433134.0,0,0
401809792,3134908.0,1,2
401809792,4395724.0,2,2
401809792,3913176.0,12,13
401809792,5174563.0,0,0
401809792,4395625.0,4,8
401809792,2490149.0,2,3
401809793,6478.0,2,2
401809793,4711294.0,2,2
401809793,4871145.0,6,9
401809793,4066261.0,8,10
401809793,4432848.0,0,0
401809793,5105623.0,4,4
401809793,2595516.0,5,8
401809793,4397002.0,2,3
401809794,4395628.0,8,11
401809794,5041939.0,5,6
401809794,4278078.0,3,4
401809794,4397136.0,0,0
401809794,5144091.0,2,5
401809794,4397688.0,10,10
401809794,4869780.0,4,5
401809795,4594268.0,8,12
401809795,4431671.0,3,3
401809795,4396971.0,0,0
401809795,3934673.0,3,3
401809795,4701232.0,7,8
401809795,3032976.0,2,4
401809795,3136193.0,7,9
401809795,3155526.0,2,4
401809795,3064514.0,6,9
401809795,4278585.0,2,2
401809796,2991235.0,1,3
401809796,3936299.0,3,4
401809796,4432639.0,2,3
401809796,2528210.0,0,1
401809796,4684740.0,1,1
401809796,3064290.0,1,2
401809796,3202.0,2,3
401809796,3112335.0,8,10
401809796,4871144.0,2,3
401809796,3138196.0,4,4
401809796,4711272.0,4,6
401809797,4222252.0,2,4
401809797,4433255.0,1,2
401809797,4873138.0,0,0
401809797,4278073.0,10,12
401809797,4433627.0,7,7
401809797,4066336.0,9,9
401809797,4900671.0,2,2
401809798,3975.0,1,1
401809798,6589.0,1,2
401809798,4683021.0,12,13
401809798,3995.0,,
401809798,6430.0,10,11
401809798,4431736.0,2,2
401809798,5105565.0,3,4
401809798,4914336.0,,
401809798,2991070.0,5,6
401809799,2490149.0,2,4
401809799,4701230.0,1,1
401809799,3102531.0,6,7
401809799,4278039.0,0,0
401809799,4869342.0,0,0
401809799,5160992.0,4,8
401809800,4431678.0,5,6
401809800,4566434.0,4,6
401809800,4066320.0,2,2
401809800,4432165.0,0,0
401809801,1966.0,5,6
401809801,4066457.0,7,7
401809801,4017837.0,0,2
401809801,6450.0,6,6
401809801,3945274.0,8,11
401809801,3992.0,8,8
401809802,3917376.0,7,8
401809802,4433621.0,4,6
401809802,4066354.0,2,2
401809802,4432810.0,0,2
401809802,4432166.0,14,16
401809802,4684742.0,3,4
401809802,3078576.0,7,7
401809803,5061575.0,2,3
401809803,4433287.0,4,4
401809803,3136195.0,7,7
401809803,4277811.0,5,6
401809803,3934672.0,3,5
401809803,3147657.0,2,2
401809803,4066383.0,2,5
401809803,4432816.0,1,1
401809803,3062679.0,2,2
401809804,4066261.0,2,2
401809804,3064482.0,1,2
401809804,2595516.0,3,3
401809804,4591725.0,0,1
401809804,5105623.0,2,2
401809804,4432848.0,1,2
401809804,3134907.0,0,0
401809804,3059319.0,2,3
401809804,4395725.0,8,8
401809804,3133628.0,5,8
401809805,2530530.0,0,0
401809805,3134908.0,0,0
401809805,4395712.0,4,6
401809805,4395724.0,2,5
401809805,3149673.0,1,4
401809805,4433134.0,14,14
401809805,3913176.0,3,5
401809805,4683634.0,1,2
401809806,4433255.0,2,2
401809806,4594268.0,8,12
401809806,4396971.0,2,2
401809806,4900671.0,3,6
401809806,3934673.0,1,2
401809806,3064514.0,4,7
401809806,4431671.0,2,2
401809806,4222252.0,3,6
401809806,3032976.0,3,8
401809806,4278073.0,15,17
401809807,4869780.0,0,0
401809807,4395628.0,3,3
401809807,4593125.0,2,2
401809807,4397136.0,2,2
401809807,4903027.0,2,3
401809807,5112087.0,2,2
401809807,4600663.0,1,1
401809807,4397688.0,0,0
401809807,4433083.0,0,0
401809807,4277961.0,4,4
401809807,5144091.0,1,1
401809808,4871144.0,2,5
401809808,4432639.0,5,7
401809808,2991235.0,,
401809808,4433192.0,,
401809808,6430.0,7,7
401809808,3975.0,4,4
401809808,4684740.0,2,2
401809808,6589.0,0,0
401809808,4711272.0,3,4
401809809,4914336.0,3,4
401809809,4395630.0,2,2
401809809,2991070.0,3,3
401809809,4395723.0,5,7
401809809,6578.0,1,2
401809809,4066259.0,12,12
401809809,4431736.0,0,0
401809809,5037871.0,2,2
401809809,3995.0,,
401809809,4683021.0,8,14
401809809,5105565.0,3,4
401809810,3468.0,0,0
401809810,4701232.0,3,5
401809810,3155526.0,4,4
401809810,4278585.0,1,1
401809810,3064440.0,2,2
401809810,4594327.0,3,4
401809810,4898371.0,0,0
401809810,3136193.0,5,6
401809810,3978.0,2,2
401809811,4066328.0,2,2
401809811,4701230.0,8,12
401809811,4869342.0,0,2
401809811,4396907.0,2,2
401809811,4278039.0,5,5
401809811,4432158.0,3,3
401809811,3908809.0,5,5
401809812,4251.0,0,0
401809812,4278067.0,4,6
401809812,4431678.0,6,6
401809813,5061575.0,0,0
401809813,4397002.0,0,0
401809813,4395651.0,2,3
401809813,4432816.0,1,2
401809813,4277811.0,4,4
401809813,4871145.0,6,7
401809813,6478.0,0,0
401809813,4066383.0,5,6
401809813,4711294.0,2,4
401809813,4433287.0,2,3
401809814,4684742.0,2,4
401809814,4432810.0,3,3
401809814,4433621.0,6,6
401809814,4066320.0,11,12
401809814,4432165.0,4,4
401809814,4432166.0,9,12
401809814,4566434.0,5,6
401809815,2530530.0,0,0
401809815,4683634.0,1,1
401809815,5174563.0,0,0
401809815,3149673.0,1,2
401809815,2490149.0,0,0
401809815,5160992.0,7,12
401809816,3934672.0,9,10
401809816,4591725.0,2,2
401809816,3134907.0,0,2
401809816,3062679.0,9,10
401809816,3032977.0,10,14
401809816,3147657.0,0,0
401809816,3136195.0,4,5
401809816,3064482.0,0,0
401809816,3133628.0,2,2
401809817,4701232.0,3,3
401809817,3155526.0,5,5
401809817,4593803.0,4,4
401809817,4900671.0,0,0
401809817,4278073.0,14,17
401809817,4433255.0,5,6
401809817,4278585.0,0,0
401809817,3136193.0,9,11
401809818,4395630.0,4,4
401809818,3138196.0,2,2
401809818,2528210.0,5,5
401809818,5037871.0,3,4
401809818,4395723.0,4,4
401809818,3112335.0,6,8
401809818,6578.0,1,1
401809818,3936299.0,6,7
401809818,4066259.0,2,3
401809819,4898371.0,4,5
401809819,4066336.0,8,8
401809819,3064440.0,6,9
401809819,4873138.0,0,0
401809819,4594327.0,4,4
401809819,3468.0,2,3
401809819,4433627.0,7,9
401809819,3978.0,5,5
401809820,4278078.0,2,2
401809820,4066457.0,8,9
401809820,6583.0,0,0
401809820,3945274.0,11,11
401809820,4278129.0,1,2
401809820,5041939.0,2,2
401809820,1966.0,1,4
401809821,6450.0,6,6
401809821,4600663.0,1,2
401809821,4433083.0,0,0
401809821,4277961.0,3,4
401809821,4593125.0,3,4
401809821,3992.0,7,7
401809821,5112087.0,8,8
401809821,4017837.0,1,1
401809821,4903027.0,0,0
401809833,2595516.0,1,2
401809833,4432165.0,3,4
401809833,4395725.0,6,7
401809833,5105623.0,2,2
401809833,4066261.0,5,6
401809833,4432573.0,6,7
401809833,4432848.0,0,0
401809833,3059319.0,0,0
401809833,4066320.0,3,3
401809834,3934672.0,3,5
401809834,3934719.0,4,4
401809834,3913176.0,6,8
401809834,3136195.0,5,6
401809834,3062679.0,1,1
401809834,4433134.0,0,0
401809834,3147657.0,0,0
401809834,3134908.0,0,0
401809835,3155526.0,6,7
401809835,4593803.0,4,4
401809835,4701232.0,5,7
401809835,3135045.0,2,2
401809835,4433255.0,2,3
401809835,4900671.0,2,2
401809835,4278073.0,3,3
401809835,4278585.0,0,0
401809836,6578.0,2,2
401809836,4395630.0,3,3
401809836,5037871.0,1,2
401809836,4066457.0,1,1
401809836,4278129.0,1,2
401809836,4066259.0,0,0
401809836,3945274.0,10,14
401809836,4845367.0,7,9
401809836,4395723.0,4,7
401809836,1966.0,5,6
401809837,4432573.0,5,6
401809837,4066320.0,2,2
401809837,3934672.0,6,9
401809837,4432165.0,4,6
401809837,3062679.0,0,0
401809837,3147657.0,2,2
401809837,3136195.0,9,10
401809837,3934719.0,5,6
401809838,4395630.0,7,8
401809838,4593803.0,5,6
401809838,4222252.0,0,0
401809838,4395723.0,0,0
401809838,4066259.0,3,4
401809838,4433255.0,10,12
401809838,5037871.0,1,2
401809838,4900671.0,4,4
401809838,4278073.0,4,4
401809838,5104157.0,9,12
401809838,4845367.0,2,2
401809838,6578.0,2,4
401809839,4395723.0,0,0
401809839,3934672.0,2,4
401809839,4845367.0,4,5
401809839,3136195.0,2,2
401809839,5104157.0,2,4
401809839,4066259.0,4,6
401809839,3062679.0,0,0
401809839,5037871.0,2,2
401809839,3934719.0,3,5
401809839,4395630.0,2,2
401809839,6578.0,3,3
401809839,3147657.0,2,2
401809933,4066383.0,3,4
401809933,4432174.0,11,13
401809933,4278067.0,1,2
401809933,4433287.0,7,10
401809933,5061575.0,0,0
401809933,4277811.0,6,7
401809933,4432816.0,2,5
401809933,4278104.0,0,2
401809934,3059319.0,5,7
401809934,4566434.0,4,6
401809934,5105623.0,0,0
401809934,4066261.0,6,7
401809934,4432848.0,1,2
401809934,4432165.0,0,0
401809934,2595516.0,6,7
401809934,4066320.0,6,6
401809934,4432573.0,9,12
401809935,3913176.0,2,3
401809935,4869342.0,0,0
401809935,4433134.0,4,4
401809935,4278039.0,5,6
401809935,4395625.0,5,5
401809935,4395724.0,3,4
401809935,4701230.0,8,10
401809935,4277905.0,11,13
401809935,3102531.0,6,6
401809935,3134908.0,0,1
401809936,3059318.0,2,2
401809936,3917376.0,5,6
401809936,5124612.0,3,6
401809936,3078576.0,7,7
401809936,4066354.0,3,4
401809936,4431678.0,7,8
401809936,4397424.0,3,4
401809937,4432166.0,6,10
401809937,4684742.0,1,3
401809937,4397002.0,0,0
401809937,4871145.0,8,11
401809937,4711294.0,7,7
401809937,6478.0,2,2
401809937,4433621.0,1,2
401809937,4432810.0,2,2
401809938,4277961.0,4,4
401809938,4593125.0,1,3
401809938,4903027.0,4,4
401809938,5144091.0,3,3
401809938,4397136.0,2,4
401809938,4869780.0,1,2
401809938,4277956.0,2,2
401809938,4279888.0,7,8
401809938,4397688.0,2,2
401809938,4433083.0,1,2
401809938,5112087.0,2,5
401809938,4395628.0,7,12
401809939,4397140.0,2,2
401809939,3134907.0,2,2
401809939,4591725.0,4,4
401809939,5174563.0,4,8
401809939,3032977.0,4,7
401809939,5160992.0,0,2
401809939,3064482.0,0,0
401809939,3133628.0,1,2
401809939,2490149.0,1,1
401809940,3992.0,3,4
401809940,4873138.0,0,0
401809940,4433627.0,3,4
401809940,4017837.0,1,1
401809940,4066336.0,0,0
401809940,6450.0,3,3
401809940,4433136.0,6,8
401809941,3155526.0,3,3
401809941,3468.0,2,3
401809941,4278585.0,0,0
401809941,3978.0,4,9
401809941,4701232.0,0,0
401809941,3064440.0,2,3
401809941,4898371.0,0,0
401809941,3135045.0,3,3
401809941,3136193.0,10,15
401809942,4396971.0,2,2
401809942,4683678.0,,
401809942,2991070.0,5,6
401809942,5105565.0,0,0
401809942,4431671.0,3,4
401809942,4683021.0,8,10
401809942,4431736.0,2,2
401809942,3934673.0,0,0
401809942,4914336.0,2,2
401809942,3995.0,3,4
401809942,4594268.0,8,8
401809942,3032976.0,4,6
401809942,3064514.0,2,4
401809943,4432165.0,0,0
401809943,4566434.0,5,6
401809943,4066320.0,4,5
401809943,4278039.0,2,2
401809943,4277905.0,10,12
401809943,4869342.0,0,2
401809943,4432573.0,3,5
401809943,4701230.0,2,2
401809944,4066328.0,6,9
401809944,3908809.0,9,12
401809944,4432158.0,2,4
401809944,4278104.0,0,0
401809944,4432174.0,6,6
401809944,4278067.0,0,0
401809945,3062679.0,0,0
401809945,4397424.0,2,3
401809945,3078576.0,2,3
401809945,3136195.0,10,12
401809945,3934672.0,8,9
401809945,4066354.0,3,3
401809945,3917376.0,2,4
401809945,3147657.0,0,0
401809945,3934719.0,2,2
401809946,3064482.0,0,0
401809946,3913176.0,6,7
401809946,3133628.0,0,0
401809946,4395724.0,6,10
401809946,3032977.0,7,12
401809946,4433134.0,3,4
401809946,3134908.0,0,2
401809946,4591725.0,2,2
401809946,3134907.0,0,0
401809946,4395625.0,1,3
401809947,4432639.0,2,2
401809947,4684740.0,6,10
401809947,4432810.0,1,4
401809947,2991235.0,3,4
401809947,4433621.0,0,0
401809947,4684742.0,0,2
401809947,3202.0,16,18
401809947,4433192.0,0,0
401809947,4871144.0,7,10
401809947,4432166.0,4,5
401809947,4711272.0,0,0
401809948,4903027.0,4,4
401809948,4433083.0,2,2
401809948,5112087.0,0,0
401809948,4593125.0,0,1
401809948,5105623.0,2,3
401809948,4432848.0,1,1
401809948,2595516.0,3,4
401809948,3059319.0,2,5
401809948,4279888.0,4,4
401809948,4066261.0,4,4
401809948,4277961.0,4,4
401809949,4397688.0,3,3
401809949,4395628.0,11,16
401809949,5037871.0,6,6
401809949,5144091.0,3,4
401809949,4395723.0,0,2
401809949,4395630.0,1,2
401809949,5104157.0,3,4
401809949,6578.0,2,2
401809949,4845367.0,3,6
401809949,4869780.0,3,4
401809949,4397136.0,0,0
401809949,4277956.0,2,2
401809950,2490149.0,1,2
401809950,5174563.0,5,5
401809950,4278078.0,0,1
401809950,5041939.0,4,4
401809950,5160992.0,4,4
401809950,6583.0,9,12
401809951,4066457.0,5,5
401809951,3032976.0,0,0
401809951,4594268.0,6,9
401809951,3064514.0,4,5
401809951,4396971.0,0,0
401809951,4278129.0,1,2
401809951,3945274.0,16,19
401809951,4431671.0,0,0
401809951,3934673.0,2,3
401809952,3995.0,0,0
401809952,4431736.0,2,2
401809952,4914336.0,6,6
401809952,4683678.0,,
401809952,5105565.0,5,5
401809952,6589.0,1,2
401809952,2991070.0,8,10
401809952,4683021.0,0,0
401809952,3975.0,4,4
401809952,6430.0,8,10
401809953,3064440.0,7,7
401809953,4873138.0,0,0
401809953,4066336.0,5,6
401809953,3155942.0,0,1
401809953,3468.0,0,0
401809953,4433136.0,1,2
401809953,4433627.0,7,7
401809953,4898371.0,,
401809953,3978.0,1,1
401809954,3155526.0,2,2
401809954,6450.0,4,5
401809954,4701232.0,0,0
401809954,3136193.0,7,7
401809954,3135045.0,1,1
401809954,4278585.0,0,0
401809954,3992.0,9,9
401809954,4017837.0,2,3
401809955,4066320.0,0,0
401809955,4871145.0,5,6
401809955,4397002.0,0,0
401809955,4566434.0,3,4
401809955,4711294.0,1,2
401809955,4432573.0,9,11
401809955,6478.0,4,4
401809956,4900671.0,0,0
401809956,4277905.0,3,4
401809956,4433255.0,9,10
401809956,4222252.0,0,1
401809956,4869342.0,3,4
401809956,4278073.0,4,4
401809956,4278039.0,2,2
401809957,4433287.0,0,0
401809957,4277811.0,4,6
401809957,4432816.0,7,8
401809957,5124612.0,2,2
401809957,5061575.0,1,2
401809957,3059318.0,3,5
401809957,4431678.0,10,12
401809957,4066383.0,3,3
401809958,4903027.0,3,4
401809958,4277961.0,4,6
401809958,4278355.0,1,1
401809958,4279888.0,9,9
401809958,4593125.0,0,0
401809958,4396909.0,1,2
401809958,5112087.0,1,2
401809958,4433083.0,0,0
401809958,3149673.0,1,2
401809958,4683634.0,8,9
401809959,4431767.0,8,8
401809959,3936299.0,4,4
401809959,3064290.0,6,6
401809959,4278585.0,0,0
401809959,3135045.0,0,0
401809959,3136193.0,9,9
401809959,2528210.0,1,2
401809959,3155526.0,0,0
401809959,3138196.0,6,6
401809959,3112335.0,4,4
401809960,4432174.0,14,14
401809960,4278067.0,2,2
401809960,4845367.0,3,5
401809960,4395723.0,7,7
401809960,5037871.0,4,4
401809960,6578.0,0,0
401809960,5104157.0,10,15
401809960,4278104.0,2,3
401809960,4395630.0,0,0
401809961,3078576.0,0,0
401809961,4397424.0,0,0
401809961,4066354.0,3,5
401809961,4432810.0,1,2
401809961,4433621.0,12,13
401809961,3917376.0,12,15
401809961,4432166.0,7,7
401809961,4684742.0,7,8
401809962,4591725.0,3,3
401809962,4066328.0,2,2
401809962,4432158.0,12,12
401809962,3908809.0,5,8
401809962,3064482.0,0,0
401809962,3032977.0,11,16
401809962,3133628.0,1,2
401809963,5105623.0,0,0
401809963,4432848.0,1,2
401809963,3136195.0,1,2
401809963,3147657.0,3,4
401809963,3062679.0,2,4
401809963,3934672.0,4,4
401809963,3059319.0,0,0
401809963,4066261.0,8,8
401809963,3934719.0,2,2
401809963,2595516.0,12,12
401809964,5174563.0,0,0
401809964,4432816.0,7,7
401809964,5160992.0,4,4
401809964,4066383.0,9,10
401809964,5061575.0,1,2
401809964,4277811.0,6,7
401809964,2490149.0,4,6
401809965,3032976.0,2,7
401809965,4594268.0,0,0
401809965,3149673.0,8,12
401809965,3064514.0,8,10
401809965,3934673.0,4,5
401809965,4396971.0,3,4
401809965,4431671.0,4,6
401809965,4396909.0,1,3
401809965,4278355.0,4,4
401809966,4395724.0,3,3
401809966,6583.0,3,8
401809966,3134908.0,0,2
401809966,4433134.0,4,5
401809966,4395625.0,1,2
401809966,4278078.0,4,5
401809966,5041939.0,4,4
401809966,3913176.0,0,0
401809967,2991070.0,7,9
401809967,3995.0,4,5
401809967,3992.0,6,7
401809967,5105565.0,2,2
401809967,4683678.0,,
401809967,6450.0,4,4
401809967,4017837.0,3,3
401809967,4914336.0,4,4
401809967,4431736.0,1,2
401809967,4683021.0,6,7
401809968,4898371.0,,
401809968,3155942.0,1,2
401809968,4066457.0,21,22
401809968,3978.0,1,1
401809968,3468.0,2,6
401809968,4278129.0,2,4
401809968,3064440.0,4,4
401809969,4432165.0,3,4
401809969,5124612.0,4,4
401809969,4432573.0,11,11
401809969,4431678.0,9,10
401809969,4566434.0,5,7
401809969,4066320.0,2,2
401809970,4711294.0,2,3
401809970,3102531.0,2,2
